Page ID,Page name,Disclaimer,Amount spent (ZAR)
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,174
111326403969815,DA Nelson Mandela Bay,Democratic Alliance,109
136956534616,Times LIVE,TimesLIVE,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
57206003848,Greenpeace Africa,Greenpeace Africa,≤100
195909420099,Solidariteit,Solidariteit,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
2145594122138312,Action Society,Action Society,≤100
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
107169379305548,TLU SA,TLU SA,≤100
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,≤100
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,≤100
379138726819,ACDP,African Christian Democratic Party,≤100
718535098278763,UMlalazi Municipality,These ads ran without a disclaimer,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
103131862424141,IZWE LETHU PARTY,IZWE LETHU PARTY,≤100
103278761413963,Empowering SA,Empowering SA,≤100
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100
101199985696737,Environment+Energy Leader,These ads ran without a disclaimer,≤100
413834712023979,The National Parks,These ads ran without a disclaimer,≤100
106749458352222,afrikanizm_artgallery,These ads ran without a disclaimer,≤100
121350964566751,DHL Motorsports,These ads ran without a disclaimer,≤100
124252504303223,UNICEF (FR),These ads ran without a disclaimer,≤100
266237260416427,Blue Ocean Maldives,These ads ran without a disclaimer,≤100
