Page ID,Page name,Disclaimer,Amount spent (INR)
1434753153489234,"DIPR, Department of Information & Public Relations, Rajasthan",DIPR,877
109937650579639,discovery+,discovery+,866
1783001841927248,Nutan Odisha,Nutan Odisha,825
1549125462051884,BQPrime,Bloomberg Quint,815
797927846899300,Flag Foundation of India,Flag Foundation of India,676
209945362405121,Gaurav Gupta,These ads ran without a disclaimer,605
121439954563203,Bharatiya Janata Party (BJP),Bharatiya Janata Party (BJP),590
109545244848137,Crafto,Kutumb App,559
479998865355592,Aditya Birla Group,Aditya Birla Group,493
133493680681261,Borra Gnaneshwer Mudhiraj,Borra Gnaneshwer Mudhiraj,445
330760810293224,HelpAge India,HelpAge India,386
132689140088396,smilefoundation,smilefoundation,358
270666596375251,Jhatkaa.org,Jhatkaa.org,340
101437656247049,Modi Quotes,Modi Quotes,299
104052978235240,Pandian For People,Pandian For People,291
104736419210593,PACE INDIA,PACE INDIA,291
404746486258732,Project Nanhi Kali,Project Nanhi Kali,288
213353202192205,Rabindra Kumar Jena,Rabindra Kumar Jena,260
189271178483352,Five Lotus Indo German,Five Lotus Indo German,258
112058781694921,Fiigs India,Lebhaari,234
121924297508141,Impact Guru Foundation India,Impact Guru Foundation,227
688032578019419,Deepak Kumar Gochhayat,Deepak Kumar Gochhayat,208
299444897457971,Subasini Jena,Subasini Jena,203
284638395427522,We Love BJD,We Love BJD,199
108861325372008,Bharat Bhagya Vidhata,Bharat Bhagya Vidhata,179
123405501008524,Mercedes-Benz India,Mercedes-Benz India,161
102218576103904,Badlaav ki Aandhi Priyanka Gandhi,Badlaav Ki Aandhi Priyanka Gandhi,148
110115671863420,Kacche Din,Kacche Din,139
107409802039383,Har Haath Shakti,Har Haath Shakti,121
109674051919920,Gaga for Raga,Gaga for Raga,116
109986065209042,Mera Apna Rahul,MeraApnaRahul,114
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,108
109141098395573,Inclusive Minds,Inclusive Minds,108
2371324876439856,Jagannath Pradhan,Reach Digitally,106
255678701824313,Dr. Amar Patnaik,AUROMIRA FILMS,103
30290552843,Greenpeace India,Greenpeace India Society,≤100
104052753400618,Union Bank of India,Goldmine Advertising Limited,≤100
316365575140365,Rozana Spokesman,Rozana Spokesman,≤100
113620508007766,Sankha,Sankha,≤100
162940587063851,U.S. Consulate General Kolkata,These ads ran without a disclaimer,≤100
104468052198760,We Love Pandian,We Love Pandian,≤100
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,≤100
103782051383159,School of Politics,School of Politics,≤100
175198709532974,Bhabesh kalita ভৱেশ কলিতা,Suryanetram,≤100
108312705656688,Akhil Bharat Hindu Mahasabha,Akhil Bharat Hindu Mahasabha 1915,≤100
446315955838127,New India Junction,New India Junction,≤100
108529574059980,PMFBY,Concept Communication Limited,≤100
582670721835799,Around Telugu,Around Telugu,≤100
21169267101,Give,Give,≤100
598715703959028,Manish Chauhan,Anything Infotech Pvt Ltd,≤100
110402195457221,देवभूमि के धामी,Devbhoomi Ke Dhami,≤100
154161255255794,Gyaneshwar Patil,Gyaneshwar Patil,≤100
520949671329992,Indian School of Democracy,Indian School of Democracy,≤100
667560657014524,Mahendra Singh Solanki,Swanit Infotech,≤100
282198256011533,PM Narendra Swamy,PM Narendra Swamy,≤100
100146859467552,Pirojsha Godrej Foundation,Pirojsha Godrej Foundation,≤100
108992338707380,Ankur Warikoo Courses,These ads ran without a disclaimer,≤100
100328978216424,"Fight Pollution, Not Plastics","Fight Pollution, Not Plastics",≤100
105919999093332,Varta24/वार्ता 24,Varta24/वार्ता 24,≤100
102715296085726,Neta Ji,Awesomebyte,≤100
248046902053193,Ybrant TV,Ybrant TV,≤100
528307847248802,Indian National Congress -  Madhya Pradesh,Indian National Congress -  Madhya Pradesh,≤100
1519581865028370,Balal khan,These ads ran without a disclaimer,≤100
384000501947350,Devendra Yadav,Think First,≤100
411129449009589,K.C. Venugopal,K.C. Venugopal,≤100
586574801848194,Sunil Mendhe,Sunil Mendhe,≤100
183824978467083,Rao Inderjit Singh,Rao Inderjit Singh,≤100
165714096933078,Piyush Goyal,Piyush Goyal,≤100
213418195981306,Debashish Samantaray,Debashish Samantaray,≤100
596607947182950,Ranjeet Singh Sodala,Ranjeet Singh Sodala,≤100
102123079337554,International Society for Krishna Consciousness,ISKCON Delhi,≤100
30702412762,NewsX,NewsX,≤100
109064395797060,Bharti Foundation,Bharti Foundation,≤100
108310795144617,Quit Sachets,Quit Sachets,≤100
100735178208398,Udyami India,Samadhan Samiti,≤100
1327351450720146,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,Pharmaceuticals & Medical Devices Bureau of India,≤100
1800812870241409,Sachin Birla,Sachin Birla,≤100
