Page ID,Page name,Disclaimer,Amount spent (THB)
106337912336664,ปั้น ณัทกร แก้วพิจิตร,ปั้น ณัทกร แก้วพิจิตร,550
100808236254749,ทรงพล ชูศิลป์กุล - Songphon Chusilkul,ทรงพล ชูศิลป์กุล - Songphon Chusilkul,289
172057439546202,พันโท สินธพ แก้วพิจิตร (เสธ.แก้ว),พันโท สินธพ แก้วพิจิตร (เสธ.แก้ว),170
100239615243582,จารุพรรณ เพชรดี,จารุพรรณ เพชรดี,158
102807719039442,พรรครวมไทยสร้างชาติ United Thai Nation Party,พรรครวมไทยสร้างชาติ United Thai Nation Party,≤100
161651553861945,Amnesty International Thailand,Amnesty International Thailand,≤100
876168575848382,U-Report Thailand,UNICEF Thailand,≤100
100257869411978,Mong to Vu dep375494,These ads ran without a disclaimer,≤100
241115389300595,คุณหญิงสุดารัตน์ เกยุราพันธุ์ Sudarat Keyuraphan,คุณหญิงสุดารัตน์ เกยุราพันธุ์ Sudarat Keyuraphan,≤100
104427797605274,ดร.เฉลิมชัย ศรีอ่อน รัฐมนตรีว่าการกระทรวงเกษตรและสหกรณ์,ดร.เฉลิมชัย ศรีอ่อน รัฐมนตรีว่าการกระทรวงเกษตรและสหกรณ์,≤100
2131398436998925,ชนินทร์ รุ่งแสง ปชป.,ชนินทร์ รุ่งแสง ปชป.,≤100
264065496937763,My Chavapol (ชวพล วัฒนพรมงคล),My Chavapol (ชวพล วัฒนพรมงคล),≤100
108426424762001,พรรคก้าวไกล ปทุมธานี,พรรคก้าวไกล ปทุมธานี,≤100
101535845426970,พรรคไทยสร้างไทย,พรรคไทยสร้างไทย,≤100
476608676019726,หนังสือสรุปคนโปรด อ่านง่าย เข้าใจไว,These ads ran without a disclaimer,≤100
100624122148338,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,≤100
109239188766815,ดร. วิทยา อินาลา,Klod Sawadputsra,≤100
157659344260788,จุรินทร์ ลักษณวิศิษฏ์ Aoodda,Jurin Laksanawisit,≤100
296508406790,"Democrat Party, Thailand พรรคประชาธิปัตย์","Democrat Party, Thailand พรรคประชาธิปัตย์",≤100
106439615083259,ธนวัช ภูเก้าล้วน  เคี่ยงกระบี่,ธนวัช ภูเก้าล้วน  เคี่ยงกระบี่,≤100
382558248956531,กมลพัฒน์  ปุงบางกะดี่  เขตบางขุนเทียน,กมลพัฒน์  ปุงบางกะดี่  เขตบางขุนเทียน,≤100
100530401779420,พรรคไทยภักดี,พรรคไทยภักดี,≤100
183238185051108,อรรถวิชช์ สุวรรณภักดี,อรรถวิชช์ สุวรรณภักดี,≤100
108635927540997,เทมส์ ไกรทัศน์ - ภูเก็ต,เทมส์ ไกรทัศน์ - ภูเก็ต,≤100
115195181447846,อ้อ ศิรินันท์ ศิริพานิช,อ้อ ศิรินันท์ ศิริพานิช,≤100
101504656149099,Peace Sasipatra  - ศศิร์ภัทรา พชิราพิชาพัฒน์,Peace Sasipatra  - ศศิร์ภัทรา พชิราพิชาพัฒน์,≤100
207416296817756,พรรคก้าวไกลราชบุรี - Move Forward Party,Unnop Sricharoenchai,≤100
177948972256358,เอกนัฏ พร้อมพันธุ์ (ขิง),Chonticha Mahachai,≤100
1635406246730420,วรงค์ เดชกิจวิกรม - Warong Dechgitvigrom,วรงค์ เดชกิจวิกรม - Warong Dechgitvigrom,≤100
204016840519336,ศ.ดร.นฤมล ภิญโญสินวัฒน์,ศ.ดร.นฤมล ภิญโญสินวัฒน์,≤100
102530815945359,องอาจ วชิรพงศ์,Areeya Namdokmai,≤100
539119526485380,ทนายใหญ่ ธิมาชัย,ใหญ่ ธิมาชัย,≤100
115922723434700,ครูเจพีสรุปย่อ for Teacher,ครูเจพีสรุปย่อ for Teacher,≤100
105125715202609,ส.ส.ไผ่ ลิกค์,ส.ส.ไผ่ ลิกค์,≤100
107392695633799,สรวีย์ เขต1ปทุมธานี พรรคก้าวไกล,Suppalerk Suppapantita,≤100
104908418629549,EnableSurvey,"Excellent Digital Development Co.,Ltd.",≤100
107612328588715,The Voters,สันติสุข กาญจนประกร,≤100
365923533756876,Kleens อกไก่ปั่น,สันตยุต ทองวิลาศ,≤100
108515294626891,สอบข้าราชการท้องถิ่น By Thurakan,Chiraphorn Thuree,≤100
141739712586,ตรีรัตน์ ศิริจันทโรภาส - Treerat Sirichantaropas,ตรีรัตน์ ศิริจันทโรภาส - Treerat Sirichantaropas,≤100
101903785231136,นายกไก่กังวาล ศักดิ์ชัย พิศาลผล,Thanachit Phraemuang,≤100
256562988507540,Like Anutin,Like Anutin,≤100
190923294988741,สอบครูผู้ช่วยนะ,สอบครูผู้ช่วยนะ,≤100
105711950893323,The Modernist,บริษัท โอพีเนียน มีเดีย จำกัด,≤100
152665702176493,Ringsideการเมือง,Ringsideการเมือง,≤100
102760714981774,สุภาพร กำเนิดผล,สุภาพร กำเนิดผล,≤100
107535498701936,ธาม สมุทรานนท์ - Tharm Smuthranond,Yonlapat Wangsarn,≤100
105506537877790,Asset Plus Fund Management,These ads ran without a disclaimer,≤100
3080161418691131,Thailand FACT Today,Thailand FACT Today,≤100
106561034744198,ลอรี่ - พงศ์พล ยอดเมืองเจริญ,ลอรี่ - พงศ์พล ยอดเมืองเจริญ,≤100
108508377637861,มุ้งจีบพระราม2 โรงงานผลิตมุ้งจีบ มุ้งลวด เหล็ดดัดทุกชนิด,กุหลาบ บัวสด,≤100
100744192938954,Nattapong Sumanotham - ณัฐพงษ์ สุมโนธรรม,Nattapong Sumanotham - ณัฐพงษ์ สุมโนธรรม,≤100
106212605666715,จ๋ายกวี  คนต่งห่อหยัดได้,Kaweejaiphuket,≤100
111341764925564,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,≤100
114914794432449,กฎหมายใช้สอบราชการ by Æ+,กฎหมายใช้สอบราชการ by Æ+,≤100
317911298372936,อรอนงค์  กาญจนชูศักดิ์,These ads ran without a disclaimer,≤100
658836277895984,บ้านสุมโน,These ads ran without a disclaimer,≤100
109720095237186,กษิรัช สุวรรณเพ็ญ - ประชาธิปัตย์ ตาก,Kasirat Suwanpen,≤100
100545119426784,พีระพันธุ์ FC,Bunsong Rodyo,≤100
109194661573282,The Peaches Clinic,The Peaches Clinic,≤100
104818498648350,ปรีชาวิชญ์ ฉิมผกา,These ads ran without a disclaimer,≤100
277320192288594,โอม จิรชาติ,โอม จิรชาติ,≤100
279417352523067,กฤษณ สุนทรกิจพาณิชย์,Narong Thongphantha,≤100
118757751143686,อิทธิพล ชลธราศิริ - Itthiphon Chontharasiri - แบงค์ชัย,Itthiphon Chontharasiri,≤100
2263098807292933,ทนายศฤงคาร  ข่ายสุวรรณ์,Saringkan Khaisuwon,≤100
985820164804495,ธนาคารพัฒนาวิสาหกิจขนาดกลางและขนาดย่อมแห่งประเทศไทย,ธนาคารพัฒนาวิสาหกิจขนาดกลางและขนาดย่อมแห่งประเทศไทย,≤100
224633698033299,The Better news,The Better news,≤100
115330581507462,อำนาจ สิทธิมงคล “พ่อกำนันน้อย”,These ads ran without a disclaimer,≤100
530945957405983,Nitipon Piwmow - นิติพล ผิวเหมาะ,Nitipon Piwmow,≤100
100915662043252,Denis Ads.,บริษัท เดนิส แอดส์ จำกัด,≤100
102264295456894,Sirin Sanguansin - สิริน สงวนสิน,Sirin Sanguansin,≤100
112073738279329,สิงโต - ศักดิ์สิทธิ์ ขาวทอง,สิงโต - ศักดิ์สิทธิ์ ขาวทอง,≤100
108683518829164,ดร.ดุสิต  พันธุ์เสือ  พรรคประชาธิปัตย์จ. สมุทรปราการ เขต 2,Nuwat Chalerm-adirek,≤100
125279958350,GIVE.asia,These ads ran without a disclaimer,≤100
