Page ID,Page name,Disclaimer,Amount spent (JPY)
265075920177069,陸上自衛隊 Japan Ground Self-Defense Force,陸上自衛隊 Japan Ground Self-Defense Force,4529
108136530968730,おねがい社長！,These ads ran without a disclaimer,3350
115906938107278,森山さとる,森山さとる後援会,1539
1904070096535109,スマート選挙,株式会社センキョ,1456
413847335481057,起業の学校 Willfu 社会人講座,These ads ran without a disclaimer,995
110058508784307,ライズ・アップ・ジャパン,株式会社経営科学出版,568
101670529300997,未来甲賀市2023 若者政策アイデアコンテスト,NPO法人ドットジェイピー,563
103307385856246,美容Lab,These ads ran without a disclaimer,535
651455718373362,ハイクラスに特化した転職支援『転機』,These ads ran without a disclaimer,519
148562291987208,ザ・ホワイトデンタルクリニック,These ads ran without a disclaimer,401
110284292010391,オリックス・クレジット株式会社,These ads ran without a disclaimer,362
208661552479830,日本財団,日本財団,344
172980666081766,Seminars セミナーズ,These ads ran without a disclaimer,298
298060150283457,大分県日出町,大分県日出町,188
501174560264857,VENTURE FOR JAPAN,These ads ran without a disclaimer,166
425742864543901,GMOあおぞらネット銀行,These ads ran without a disclaimer,145
604274979913078,LITALICO仕事ナビ,These ads ran without a disclaimer,145
108670265647417,Monex Group,These ads ran without a disclaimer,142
281777375260988,オッズパーク,These ads ran without a disclaimer,122
173291492700083,Ｚ会,These ads ran without a disclaimer,≤100
202026293187145,鯖江市地域活性化プランコンテスト,特定非営利活動法人エル・コミュニティ,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
256504371891671,the-issues.jp,the-issues.jp,≤100
676655469036670,松下政経塾,松下政経塾,≤100
109843215371766,映画『おまえの罪を自白しろ』,These ads ran without a disclaimer,≤100
1812425055659979,介護ワーカー,These ads ran without a disclaimer,≤100
418688941556274,韓国観光公社 東京支社,These ads ran without a disclaimer,≤100
101289366621166,大和ハウスグループ,These ads ran without a disclaimer,≤100
785103978248653,ボクシル/Boxil,These ads ran without a disclaimer,≤100
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,≤100
103741912387903,サブタレ,These ads ran without a disclaimer,≤100
113154441705767,不動産aiチャット-不動産のAIアシスタント,These ads ran without a disclaimer,≤100
217940438230517,BOOKWALKER,These ads ran without a disclaimer,≤100
109495178540313,沖倉国悦【六層連動操法】,These ads ran without a disclaimer,≤100
100132033173332,株式会社投資分析,These ads ran without a disclaimer,≤100
114234806976734,株式投資情報,These ads ran without a disclaimer,≤100
