Page ID,Page name,Disclaimer,Amount spent (GTQ)
102762215788405,VOS.gt,VOS.gt,≤100
101747092677033,Biopapama,Bio Papama,≤100
104917155362067,Roberto Arzu García-Granados,Roberto Arzú García-Granados,≤100
331961940541181,Partido Victoria,Partido Político Victoria,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
110582661881708,cv playera,These ads ran without a disclaimer,≤100
104088575626269,Unidad Nacional de la Esperanza Xela,Unidad Nacional de la Esperanza Xela,≤100
106806278789404,Podemos Huehuetenango,Podemos Huehuetenango,≤100
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100
100585346122809,PSC,These ads ran without a disclaimer,≤100
935299889832285,Linda's Nails by Alma Linda de Diaz,These ads ran without a disclaimer,≤100
281554395331686,República,"Republica GT, S.A.",≤100
