Page ID,Page name,Disclaimer,Amount spent (ISK)
152804904889,Samfylkingin,Samfylkingin,6544
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,4625
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,4276
573559522797177,Flokkur fólksins,Flokkur Fólksins,3788
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,3685
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,1576
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,971
154893001218870,ADHD samtökin,ADHD samtökin,860
737169626371453,Heimildin,Stundin,836
128854307193614,Landsvirkjun,Landsvirkjun,625
106979180938014,Samstöðin,Samstöðin ehf,601
332179950192248,Félag atvinnurekenda,Félag atvinnurekenda,≤100
108240971635234,Bettermanly - Magazine,These ads ran without a disclaimer,≤100
100379049649433,Cool Bits Daily,These ads ran without a disclaimer,≤100
933310850194959,Israel Alliance,These ads ran without a disclaimer,≤100
