Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,11064
1438703606372190,Elham Said Freiha,Elham Freiha,7599
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,6809
102023711572671,أساس ميديا -  Asas Media,asasmedia,4559
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,2948
1744356319118477,هنا لبنان,هنا لبنان,2660
1904241623145929,Democracy Reporting International Lebanon,Democracy Reporting International,1520
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,1520
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
107698404702208,Alkalima,Alkalima Onlime,≤100
230720990840290,Safaa Darwich - صفاء درويش,Safaa Darwich,≤100
128417954019381,Al-Moltaka,Melhem Boustany,≤100
106197498149118,لبنان الكبير,Grand Lebanon,≤100
109112633772887,180post,180Post,≤100
110470091436602,Ici Beyrouth,Ici beyrouth,≤100
278035695547539,Legal Agenda  المفكرة القانونية,Legal Agenda  المفكرة القانونية,≤100
