Page ID,Page name,Disclaimer,Amount spent (PYG)
1468570519872644,Santiago Peña,PRANA SA,4235
196599783696918,Efrain Alegre,Comunicá,225
102963512483270,PyElige,PY Elige,183
102917519228790,Bruno Defelippe,PautaPY,≤100
102266292553995,Sucia Política,Diego Ricardo Ramírez,≤100
101684376194219,Se Van Paraguay,Solucionet Global,≤100
325540631525675,En La Tecla,En la Tecla,≤100
110447625137045,Pilar Callizo,PautaPY,≤100
241512319274531,Sixto Pereira,Sixto Pereira,≤100
107378775349679,Rolando Alvarez Spinassi,Rolando Alvarez Spinassi,≤100
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,≤100
102649292598442,Senador Hugo Richer,Senador Hugo Richer,≤100
125314197496488,Carlos Filizzola,Carlos Filizzola,≤100
101726857993140,Carlos Giménez  Senador,Carlos Giménez  Senador,≤100
100445112671378,Fernando Camacho Senador 2023,Fernando Camacho Senador 2023,≤100
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,≤100
118890043360348,Pedro Santa Cruz,Pedro Santa Cruz,≤100
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,≤100
106413945697461,Vicenta Cano,Vicenta Cano,≤100
1692624097481207,Mujeres GANAR,Mujeres GANAR,≤100
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,≤100
