Page ID,Page name,Disclaimer,Amount spent (BOB)
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,≤100
217948432069023,Bolivia Maya,Bolivia Maya,≤100
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
110555990500784,Ingvar Diputado Soy La Paz,Ingvar Ellefsen,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
636958269681223,Mauricio Lea Plaza P.,Mauricio Adolfo Lea Plaza Peláez,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
128794501288356,Estudia en Posgrado UPEA,These ads ran without a disclaimer,≤100
127871740620547,Agustín Zambrana en El Bunker,Walter Agustin Zambrana Arze,≤100
100520825048827,Movant Connection,These ads ran without a disclaimer,≤100
118592938221174,ZTE Corporation,These ads ran without a disclaimer,≤100
279677395908479,Virginio Lema Trigo,Walter Agustin Zambrana Arze,≤100
