Page ID,Page name,Disclaimer,Amount spent (NZD)
689146908145006,Free Speech Union,Free Speech Union,117
173912362663564,Electoral Commission NZ,Electoral Commission NZ,≤100
11870725774,Greenpeace Aotearoa,Greenpeace NZ,≤100
1281262645251755,Hobson's Pledge,Hobson's Pledge,≤100
23625700722,Oxfam,Oxfam Aotearoa,≤100
183355881680015,New Zealand National Party,New Zealand National Party,≤100
116362033529,Amnesty International Aotearoa New Zealand,Amnesty International Aotearoa New Zealand,≤100
10779081371,Green Party of Aotearoa New Zealand,Green Party of Aotearoa New Zealand,≤100
92043134118,ACT,ACT,≤100
37547788323,UNICEF Aotearoa,UNICEF Aotearoa,≤100
165702023478421,Family First New Zealand,Family First New Zealand,≤100
103881760966661,Gen Less,Energy Efficiency & Conservation Authority,≤100
1846207688941551,Ministry for the Environment,Ministry for the Environment,≤100
104441772437790,Eyesonnz,Eyesonnz,≤100
121956660842544,Grant McCallum,New Zealand National Party (Northland Electorate),≤100
111821841973226,We Belong Aotearoa,We Belong Aotearoa,≤100
123674487757196,New Zealand Nurses Organisation - NZNO,New Zealand Nurses Organisation - NZNO,≤100
106194579030381,Doctors Without Borders / Médecins Sans Frontières NZ,Doctors Without Borders / Médecins Sans Frontières NZ,≤100
287120294684209,United Nations Women Aotearoa New Zealand,United Nations Women Aotearoa New Zealand,≤100
110909661534199,The Common Room NZ,The Common Room NZ,≤100
102395906106072,Mayor Wayne Brown,Mayor Wayne Brown,≤100
169566796514206,Brian Tamaki,Apostle Bishop Brian Tamaki,≤100
1244770205593069,Matt King Northland,DemocracyNZ,≤100
196967540964595,Mindful Money,Mindful Money,≤100
185590638873,NZHL Home Loans / Insurance,NZHL Home Loans / Insurance,≤100
134871109877812,Save the Children New Zealand,Save the Children New Zealand,≤100
19648092895,Tearfund New Zealand,Tearfund New Zealand,≤100
105534772373969,NZ News Essentials,NZ News Essentials,≤100
133987533297974,Metro Magazine NZ,Metro Magazine,≤100
295784974090482,Chlöe Swarbrick,Miriam Ross,≤100
179853765497519,ADLS,ADLS,≤100
101181700276551,Salvation Army Women's Ministries,The Salvation Army Women's Ministries NZFTS,≤100
110077017479600,One Sun in the Sky,One Sun in the Sky,≤100
417859725433,SAFE,Save Animals From Exploitation Incorperated,≤100
203953359629611,Voice For Life,Voice for Life,≤100
110619002047109,David Spratt - Counties Energy Trust candidate,David Spratt - Counties Energy Trust candidate,≤100
103177381582859,Frontline Law,Frontline Law Limited,≤100
105681068874945,Ag Matters,New Zealand Agricultural Greenhouse Gas Research Centre,≤100
83022598290,Trade Aid New Zealand,Trade Aid New Zealand,≤100
1966234280281774,Brooke van Velden MP,ACT,≤100
285779926080,VUWSA - Victoria University of Wellington Students' Association,VUWSA - Victoria University of Wellington Students' Association,≤100
