Page ID,Page name,Disclaimer,Amount spent (CZK)
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,586
111041662264882,ČSSD,ČSSD,378
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,327
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",283
1649724681776439,ProMOST,ProMOST,227
251656685576,KDU-ČSL,KDU-ČSL,178
321762510282,Michal Kučera,Michal Kučera,163
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,113
579215965436046,JSNS,"Člověk v tísni, o.p.s.",≤100
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,≤100
169065407139584,Tilt,European Greens,≤100
100602322206023,Radka Maxová,Radka Maxová,≤100
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,≤100
356451014434612,Marian Jurečka,KDU-ČSL,≤100
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,≤100
107898832590939,European Commission,European Commission,≤100
140017002702721,PRO LEPŠÍ LOUNY,Pavel Janda,≤100
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",≤100
273677889897777,SPD Litoměřice,Dominik Hanko,≤100
105959931114296,Jan Schiller - politik,Jan Schiller - politik,≤100
1477535869227488,Vít Rakušan,Starostové a nezávislí,≤100
108726857444837,České zájmy v EU,DFMG,≤100
109787574497667,Aliance pro budoucnost,Aliance pro budoucnost,≤100
693725074166331,Naše zdravotnictví,Naše zdravotnictví,≤100
102264545849342,Právo Respekt Odbornost - PRO - Chomutov,Zdeněk Vaňkát,≤100
103895482145144,Zdeněk Kettner - SPD,Zdeněk Kettner,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
111108757492137,Libor Vondráček • Svobodní,Libor Vondráček • Svobodní,≤100
257529307701966,Jiří Pospíšil,TOP 09,≤100
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,≤100
100201752249169,Spolu21,Občanská demokratická strana,≤100
206045673805,Deník.cz,VLTAVA LABE MEDIA a.s.,≤100
112832651308203,Stejná odměna,Česká rada sociálních služeb,≤100
100713699374019,Richard Brabec,Richard Brabec,≤100
1956144064659620,BlueTV,Aliance pro budoucnost,≤100
124212050978293,Kverulant org,Kverulant org,≤100
1570680696523246,Institut pro politiku a společnost,Institut pro politiku a společnost,≤100
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,≤100
119624098506,Kateřina Konečná,Filip Zachariaš,≤100
424114981002397,Český rozhlas Plus,Český rozhlas,≤100
107733504431288,CEVRO ARENA,Jiří Cieslar,≤100
287724754662359,HateFree Culture,HateFree Culture,≤100
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,≤100
460558621177512,Zálohujme.cz,Zálohujme,≤100
1797988800487493,eLegal advokátní kancelář,eLegal advokátní kancelář,≤100
711658465662315,XTV,XTV,≤100
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,≤100
378827025796132,Peak.cz,Peak.cz,≤100
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100
176546515755264,AC24,AC24,≤100
273367223021327,Veronika Vrecionová,Veronika Vrecionová,≤100
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,≤100
123858471641,iROZHLAS.cz,Český rozhlas,≤100
178362315106,European Parliament,European Parliament,≤100
110285958334498,Svoboda a přímá demokracie - SPD Chomutov,Zdeněk Vaňkát,≤100
315972808450196,ČSOB,ČSOB,≤100
299124538476,Zachraňme lesy,Hnutí DUHA - Přátelé Země Česká republika,≤100
275383259179951,Tepelná čerpadla IVT,Tepelná čerpadla IVT,≤100
105178242217077,Filip Kania,Markéta Kaniová,≤100
952005618247538,Martin Červíček,Martin Červíček,≤100
1797185020366096,Scale,Scale,≤100
139379141293,Paměť národa,"Post Bellum, z.ú.",≤100
1701718886552103,Moje Evropa,Moje Evropa,≤100
545254525495201,Pravý břeh - Institut Petra Fialy,"Pravý břeh, z.s.",≤100
90002267161,TOP 09,TOP 09,≤100
609246842426009,Rekonstrukce státu,Rekonstrukce státu,≤100
549351855145794,Michael Kohajda,Michael Kohajda,≤100
115057090399425,Jakub Michálek - poslanec,Česká pirátská strana,≤100
284944781875,EURACTIV.cz,EURACTIV.cz,≤100
174546373212301,Jsme Levice,Levice,≤100
