Page ID,Page name,Disclaimer,Amount spent (BOB)
101029268584854,José Carlos Sánchez Verazaín,Boris Christian Lehm Murillo,132
109201057318552,JCSV,Fernando Omar Rosales Perez,127
217948432069023,Bolivia Maya,Bolivia Maya,≤100
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
1967100150206417,Instituto de Formación Femenina Integral - IFFI,Maya Fatima Garcia Rodriguez,≤100
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,≤100
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100
370615526396567,Pablo Arízaga Ruiz,Walter Pablo Arizaga Ruiz,≤100
202225953152762,Yomeanimo,These ads ran without a disclaimer,≤100
240247849365430,Schindler,These ads ran without a disclaimer,≤100
241664783089008,Xin,These ads ran without a disclaimer,≤100
101220519492,Good News from Finland,These ads ran without a disclaimer,≤100
127871740620547,Agustín Zambrana en El Bunker,These ads ran without a disclaimer,≤100
105223385595171,Alice Gomes,These ads ran without a disclaimer,≤100
107174505331275,La Mansion de las Ideas,These ads ran without a disclaimer,≤100
