Page ID,Page name,Disclaimer,Amount spent (MXN)
183751562214729,David Cortés,David Cortes,2786
1874397736161441,Manuel Gálvez,Luis Ernesto García Ruiz,2037
923633637651202,Morena Sí,Morena Sí,1981
102341426216399,En Campaña Mx 2024,En Campaña Mx 2024,1977
110550398683823,Pasión por comunicar,Maximizando Ideas,1596
107925032255657,Cadena Transformación,Cadena Transformacion,1107
115473561466606,Transformando con valor,Transformando con Valor,981
215155355246903,Francisco Cabeza De Vaca,Francisco Cabeza De Vaca,902
165058126914960,Universitas Multimedios,Universitas Multimedios,899
104612062684147,Por La Cuarta Transformación,Por la 4T,825
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,769
108846835200933,Nacion24,Nacion24,762
114871741627741,Cambio al Guinda,Cambio al Guinda,754
1520610478183053,Badabun,Badabun,735
362430908370,Aeromexico,Aeromexico,641
109014064745197,Juventudesgto,Juventudesgto,566
226699804054458,Juan Carlos Barragán Vélez,Juan Carlos Barragan Velez,517
105752511320932,Hugo Servín,Huber Hugo Servin Chavez,432
1537304226520460,Gobierno de Morelia,Gobierno de Morelia,430
115423040376201,Alejandro Cussi,Alejandro Cussi,407
56713285274,Greenpeace México,Greenpeace México,399
395852717192874,Samuel Hidalgo,Samuel Hidalgo,378
500239473449030,PES Michoacán,Partido Encuentro Solidario,355
234134579963795,Víctor Torres López,Víctor López,332
113769363761816,Luz Contigo,Luz María García,288
116433311381559,Crónicas de a Pie,Cronicas de a Pie,275
369980863177123,Eder López,Partido Encuentro Solidario,272
571776520183188,Morenos Michoacán,Morenos Michoacán,267
381985873573,Partido de la Revolución Democrática PRD,Partido de la Revolución Democrática,246
116546948099512,Times Mujer Mx,Times Mujer Mx,241
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,239
890617067728295,Oscar Escobar,Seis Cero Tres Marketing,236
101084849211095,Manuel Esquivel Bejarano,Jose Manuel Camacho Rodriguez,232
2441297875928215,Hazlo Viral GTO,Hazlo Viral GTO,211
