Page ID,Page name,Disclaimer,Amount spent (KES)
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
113294518417695,Kithure Kindiki Fans,Vinson Kyalo Lui,≤100
105833652399018,Maina Karobia,Mwangi Godfrey Maina,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
113053031749969,Rexson Media,These ads ran without a disclaimer,≤100
108584305558738,Kobieroh Evans,These ads ran without a disclaimer,≤100
108093538860165,Dating Hub,These ads ran without a disclaimer,≤100
509725492464019,Hon Simon Ng'ang'a King'ara - SK,Simon Nganga Kingara,≤100
1027661637264186,Gov. Cecily Mbarire Fans Page,These ads ran without a disclaimer,≤100
344115315677504,This Is Laikipia,This Is Laikipia,≤100
100904822517086,Non-trivial,These ads ran without a disclaimer,≤100
122193900870158,Emirats Africa Update,These ads ran without a disclaimer,≤100
