Page ID,Page name,Disclaimer,Amount spent (CZK)
295889117124834,Tipsport,Tipsport,13850
210778132327279,Prima,Prima,5256
102389958091735,Generál Pavel,Petr Pavel,3609
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",3116
214827221987263,Andrej Babiš,ANO,2549
2214398435317853,CNN Prima NEWS,FTV Prima,2280
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,1542
109056560836,iFortuna.cz,iFortuna.cz,1079
101807522812518,A BASTA,Tomáš Dvořák,596
120343698070515,Liberální institut,Liberální institut,584
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,544
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,464
101288484695293,Evropská soda,DFMG,447
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,334
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,310
251656685576,KDU-ČSL,KDU-ČSL,298
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,273
229399305668679,Neschopnost zabíjí,"PRodukujeme, s. r. o.",231
109323929038,Česká pirátská strana,Česká pirátská strana,227
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,223
228361180513562,Deník E15,CZECH NEWS CENTER a. s.,220
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,195
275059263068658,Svatopluk Pěček - starosta Břeclavi,ANO Břeclav,185
103059308644099,Replastuj.cz,Replastuj.cz,182
553405241527947,Kancelář architekta města Brna - KAM Brno,Kancelář architekta města Brna,166
1453439331617040,Volím generála Pavla,Frantisek Honsa,152
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,131
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,129
106534015041138,Kohonevolit.cz,Kohonevolit z. s.,128
152191678152589,Sedmadvacítka nezávislých Kyjov,Daniel Čmelík,123
1469427909957890,Reportér magazín,Reportér magazín,118
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,111
356451014434612,Marian Jurečka,KDU-ČSL,109
103779080972210,Youradio Talk,Youradio Talk,109
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,107
101429731974678,Piráti Jihomoravský kraj,Pirátská strana - Jihomoravský kraj,102
117823623864,Transparency International ČR,Transparency International ČR,101
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",≤100
400479656748554,Ivan Bartoš,Česká pirátská strana\t,≤100
105842788672229,Filip Vítek - Pirát,Filip Vítek,≤100
424114981002397,Český rozhlas Plus,Český rozhlas,≤100
