Page ID,Page name,Disclaimer,Amount spent (PLN)
513969188677442,Compassion Polska,Compassion Polska,≤100
110600210285711,Księgarnia Foksal,Grupa Wydawnicza Foksal,≤100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,≤100
505554886239501,Fale Loki Koki,Fale Loki Koki,≤100
108228794910894,OdNowa,Stowarzyszenie OdNowa RP,≤100
122074554119,EU Social,EU Social,≤100
335107452998,"InPost - Paczkomat, Kurier","InPost - Paczkomat, Kurier",≤100
1425264934431305,Polski Instytut Księgowości,Polski Instytut Księgowości,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,≤100
134909373729723,Tetra Pak Polska,Tetra Pak Polska,≤100
178415208919146,Suwerenna Polska,Solidarna Polska,≤100
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,≤100
108243994205438,R&D Hub,R&D HUB Sp. z o. o.,≤100
273827962690526,Otwarte Klatki,Otwarte Klatki,≤100
276474826293767,Olivia Garden,Olivia Garden,≤100
174123027189,Instytut Spraw Publicznych,Fundacja Instytut Spraw Publicznych,≤100
105745031598028,Campus Polska Przyszłości,Fundacja Campus Polska Przyszłości,≤100
176619537364977,Grodno S.A.,Grodno S.A.,≤100
170894632966683,Warszawski Instytut Bankowości,Sektorowa Rada ds. Kompetencji Sektora Finansowego,≤100
113143203693,Santander Bank Polska,Santander Bank Polska,≤100
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,≤100
105039892358886,FURPO - Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,≤100
255100403945,Polityka,Polityka,≤100
143951191449,Profinfo.pl,Wolters Kluwer PL,≤100
123234977337474,Відновлення добробуту_Польша,Відновлення добробуту_Польша,≤100
111275624780972,Erase Indifference,Erase Indifference,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
158714780827513,UNFPA,These ads ran without a disclaimer,≤100
107898832590939,European Commission,European Commission,≤100
178362315106,European Parliament,European Parliament,≤100
