Page ID,Page name,Disclaimer,Amount spent (ILS)
103907495935157,צו חירום,צו חירום,1490
128641160502301,גלובס - Globes,גלובס - Globes,619
113065595006048,ענת כינורי לראשות העיר חולון 2023,ענת כנורי,424
325048350950892,רמי גרינברג,עיריית פתח תקוה,359
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,314
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,241
427614157753794,מוטי ששון - moti sasson,מוטי ששון,237
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,206
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,206
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,183
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,162
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,140
604890186681585,מור ויצמן,Mor Weitzman,139
107796574338168,אמיר ברוט,אמיר ברוט,133
204780362875106,מקור ראשון,מקור ראשון,132
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",117
115028251920872,זהבה גלאון Zehava Galon,צו חירום,113
256244498134186,אגף הביטחון - משרד ראש הממשלה,אגף הביטחון - משרד ראש הממשלה,107
102371638090830,רדיקל,רדיקל - בית לרעיונות,107
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,106
500238833397356,ציפי ברנד,ציפי ברנד,105
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,103
370270343005611,ישראל ביתנו,ישראל ביתנו,≤100
767262423350854,פורום הדיור הציבורי,Danny Gigi,≤100
117621584537422,"עו""ד ניסן זכריה לראשות העיר חולון",ניסן זכריה,≤100
302462399897419,המקום הכי חם בגיהנום,המקום הכי חם בגיהנום,≤100
116311335054069,My Israel | ישראל שלי,My Israel | ישראל שלי,≤100
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",≤100
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,≤100
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",≤100
104743111658191,Ron Ben Shushan,רון בן שושן,≤100
106750535660138,ליכוד חזק - מאיר כהן,Meir Cohen,≤100
106136394376777,Idan Yakov,Rama Yarimi,≤100
263337740379308,Ran Rahav,Ran Rahav Communications & Public Relations LTD,≤100
100301088671913,Tal Hershkovitz,Tal Hershkovitz,≤100
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,≤100
100978407934166,תנועה ישראלית,Israeli Movement,≤100
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,≤100
655073717925481,קרן ברל כצנלסון,קרן ברל כצנלסון,≤100
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",≤100
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,≤100
109523830757998,דמוקרטtv,דרכנו,≤100
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,≤100
129851697143493,"עמותת ליל""ך-לחיות ולמות בכבוד",Lilach - The Israeli Society to Live and Die With Dignity,≤100
137449656335533,Amnesty International Israel,Amnesty International Israel,≤100
877405719007268,מכון ארגמן ללימודים שמרניים,מכון ארגמן,≤100
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,≤100
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,≤100
534335679927121,מועצה אזורית עמק חפר,מועצה אזורית עמק חפר,≤100
224993517556428,Da'am Party - מפלגת דעם - حزب دعم,Da'am Party - מפלגת דעם - حزب دعم,≤100
358391697641207,מחוז דרום - לשכת עורכי הדין,מחוז דרום - לשכת עורכי הדין,≤100
169056346924201,פנימה,פנימה,≤100
