Page ID,Page name,Disclaimer,Amount spent (ZAR)
102268322635915,The Finance Daily,The Finance Daily,503
325113820874966,OUTA - Organisation Undoing Tax Abuse,Organisation Undoing Tax Abuse (OUTA),110
141100792595323,Community Chest Durban,Gordon Mc Donald,107
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
2145594122138312,Action Society,Action Society,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
104369734635972,eusebius_mckaiser,These ads ran without a disclaimer,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
286506558722350,Inside Politics,Inside Politics,≤100
337719597523,Mambaonline.com,MambaOnline cc,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100
112933978402440,Zackie2024,ZA2024,≤100
44409199155,Amazon Conservation Team,These ads ran without a disclaimer,≤100
216311481960,Bill Gates,These ads ran without a disclaimer,≤100
565225540184937,CGTN,These ads ran without a disclaimer,≤100
102263001696586,גרין אקדמי- בית ספר מקוון ללימודי קיימות וסביבה,These ads ran without a disclaimer,≤100
103190279412794,Geeky Cap,These ads ran without a disclaimer,≤100
115393638502087,CPHI,These ads ran without a disclaimer,≤100
