Page ID,Page name,Disclaimer,Amount spent (ZAR)
740116816003959,Western Cape Government,Western Cape Government,398
133307190069756,Amnesty International South Africa,Amnesty International South Africa,274
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,272
106172744063430,The Daily Friend,The Daily Friend,153
107169379305548,TLU SA,TLU SA,102
6011868110,Democratic Alliance,Democratic Alliance,≤100
102765088210163,Action SA,ActionSA,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
2145594122138312,Action Society,Action Society,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
311936835992045,Dear South Africa,DearSA,≤100
246425659800809,Free State Central News,Central News,≤100
110066441709155,News and Viral Stories,These ads ran without a disclaimer,≤100
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100
105648402241230,Join the dots,These ads ran without a disclaimer,≤100
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100
