Page ID,Page name,Disclaimer,Amount spent (PLN)
342701305934903,Małgorzata Chmiel - poseł na Sejm RP,Małgorzata Chmiel,250
142614625077,WWF Polska,WWF Polska,176
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,173
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,161
102931488739,Platforma Obywatelska,Platforma Obywatelska,141
339855706171439,Dobra Fabryka,Dobra Fabryka,123
102811109411234,Do:łącz,Dołącz,121
308784726230232,Polskie Stowarzyszenie Zero Waste,Polskie Stowarzyszenie Zero Waste,≤100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
178362315106,European Parliament,European Parliament,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,≤100
136884656519145,IOM Poland,International Organization for Migration,≤100
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,≤100
107898832590939,European Commission,European Commission,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
1683534065241470,OKO.press,OKO.press,≤100
1715196158626102,Operacja Czysta Rzeka,Operacjarzeka,≤100
253909884588,Centrum Nauki Experyment,Centrum Nauki EXPERYMENT,≤100
202473923251760,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku,≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
226162158731337,Jacek Szaran - radny Rady Miejskiej w Słupsku,Jacek Szaran,≤100
1473298819600286,Przemysław Ryś - Radny Miasta Gdańska z Przymorza i Zaspy.,Przemek Ryś,≤100
106632767665326,Marcin DREWA,Marcin Pawel Drewał,≤100
406758116099067,Fundacja Kasisi,Fundacja Kasisi,≤100
50063176484,TVN24,TVN,≤100
104921858016507,Dzień Dobry Podatki,Michał Wilk,≤100
1337517802971079,Anna Rożek - Radna Miasta Słupska,Anna Rożek,≤100
267686749910602,Piotr Müller,Piotr Józef Müller,≤100
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,≤100
178415208919146,Solidarna Polska,Solidarna Polska,≤100
362682677158537,Michał Kowalski,Michał Kowalski - materiał nie stanowi elementu kampanii wyborczej,≤100
102466034698538,Ośrodek Monitorowania Chrystianofobii Fidei Defensor,Biuro Fidei Defensor,≤100
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,≤100
311766890555,Fundacja Batorego,Fundacja Batorego,≤100
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,≤100
316370528394948,Centrum Sztuki Współczesnej Łaźnia,Centrum Sztuki Współczesnej Łaźnia,≤100
362731483842344,Agro Trust - Skup i  #𝐖𝐢𝐚𝐝𝐨𝐦𝐨ś𝐜𝐢𝐙𝐛𝐨ż𝐨𝐰𝐞,Marcin Robert Witzling,≤100
458946977560698,Paweł Szefernaker,Paweł Szefernaker,≤100
661313227408536,Cezary Śpiewak-Dowbór - Radny Miasta Gdańska,Cezary Jan Śpiewak-Dowbór,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,≤100
173086948664,Infor.pl,Infor.pl,≤100
109322024122568,Dagmara Adamiak,Dagmara Adamiak,≤100
229797220398331,Kampania Przeciw Homofobii,Kampania Przeciw Homofobii with Facebook ad credits,≤100
109287335076220,Szymon Medalion,Szymon Medalion,≤100
344620515579640,Fundacja Równość.org.pl,Fundacja Równość.org.pl,≤100
258621944269596,Przychodnia Na Wzgórzu,Marcin Piotr Dymkowski,≤100
137877409609952,Lewica,Nowa Lewica,≤100
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,≤100
538078072919407,Nauka o klimacie,Nauka o klimacie,≤100
371981706755861,Kierunek na EKO,OS3 Sp. z o. o.,≤100
108778518742588,Wspólnie/Спільно Sopot,Gmina Miasta Sopotu,≤100
109363441951213,Forum Obywateli Wejherowa,Borys Szymański,≤100
444275809647606,Michał Urbaniak,Michał Urbaniak,≤100
476049609235820,Dariusz Męczykowski - Radny Sejmiku Województwa Pomorskiego,Mariusz Radosław Kowalik,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
475584852475176,Pozytron,Bartłomiej Jan Ginter,≤100
391098174296294,Super Express,se.pl,≤100
101861541698814,Piotr Skelnik,Piotr Skelnik,≤100
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,≤100
90194404398,Helsińska Fundacja Praw Człowieka,Helsińska Fundacja Praw Człowieka,≤100
203627442993022,Portal Oświatowy,Wiedza i Praktyka,≤100
2586274371413500,Tomasz Kajzer,Tomasz Kajzer,≤100
