Page ID,Page name,Disclaimer,Amount spent (JPY)
108136530968730,おねがい社長！,These ads ran without a disclaimer,1934
265075920177069,陸上自衛隊 Japan Ground Self-Defense Force,陸上自衛隊 Japan Ground Self-Defense Force,1606
1904070096535109,スマート選挙,株式会社センキョ,947
101973635470022,大丸・松坂屋 Think GREEN,These ads ran without a disclaimer,368
110058508784307,ライズ・アップ・ジャパン,株式会社経営科学出版,320
104611609096731,Beauty Skin,These ads ran without a disclaimer,233
172980666081766,Seminars セミナーズ,These ads ran without a disclaimer,231
425742864543901,GMOあおぞらネット銀行,These ads ran without a disclaimer,183
108437581751884,Nurse navi,These ads ran without a disclaimer,166
208661552479830,日本財団,日本財団,128
110284292010391,オリックス・クレジット株式会社,These ads ran without a disclaimer,122
148562291987208,ザ・ホワイトデンタルクリニック,These ads ran without a disclaimer,114
173291492700083,Ｚ会,These ads ran without a disclaimer,≤100
298060150283457,大分県日出町,大分県日出町,≤100
281777375260988,オッズパーク,These ads ran without a disclaimer,≤100
113154441705767,不動産aiチャット-不動産のAIアシスタント,These ads ran without a disclaimer,≤100
101289366621166,大和ハウスグループ,These ads ran without a disclaimer,≤100
195088317190451,グリーンピース・ジャパン,一般社団法人グリーンピース・ジャパン,≤100
559421914263845,エレビット,These ads ran without a disclaimer,≤100
183768428314416,女性社長.net （joseishacho.net）,These ads ran without a disclaimer,≤100
231714123553902,株式会社アスマーク,株式会社アスマーク,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
111950941724112,Yokota Hiromi,These ads ran without a disclaimer,≤100
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,≤100
414756385218124,関西NGO協議会/Kansai NGO Council,特定非営利活動法人関西NGO協議会,≤100
107139817874117,Trần Trang,These ads ran without a disclaimer,≤100
113072008464254,lillie_nail,These ads ran without a disclaimer,≤100
676655469036670,松下政経塾,松下政経塾,≤100
676873696061766,ブレインコントロールコーチ　荒井隆秀,ブレインコントロールコーチ　荒井隆秀,≤100
525102824185497,Indo-Pacific Defense Forum,These ads ran without a disclaimer,≤100
104159619344078,Shopsuqiogood-3,These ads ran without a disclaimer,≤100
