Page ID,Page name,Disclaimer,Amount spent (BAM)
197596636939679,tacno.net,Tacno.net,≤100
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
113041725065224,Pravna sigurnost je zakon / Правна сигурност је закон,OHR,≤100
147315858633088,Istinomjer,Istinomjer,≤100
1473660889517303,Irfan Čengić,Irfan Čengić,≤100
109652028193268,Revizije info,Revizije info,≤100
162926690478548,Oslobodjenje,Oslobodjenje,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
104992122558073,Valter.Portal,Valter.Portal,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa (CCI),≤100
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100
100733242113653,Porodice 3 plus,Porodice 3 plus,≤100
1676047195961611,Impuls,"Udruženje građana ""Impuls""",≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Славенко Ристић - лидер Републичке странке Српске,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
120481645203741,Dragan Bursać,Dragan Bursać,≤100
102667249419191,GenChange,GenChange,≤100
105767481295394,Ahmed Kosovac,Ahmed Kosovac,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,≤100
1853362868210290,Elmir Huremović,These ads ran without a disclaimer,≤100
113288987176405,Zlatko Miletić,These ads ran without a disclaimer,≤100
257210261130698,Hrvatska republikanska stranka,Hrvatska republikanska stranka,≤100
101998635231382,Reporting Diversity Network,These ads ran without a disclaimer,≤100
102211309402201,Amir Purić,Amir Purić,≤100
1588013511420367,Almir Babajić,Almir Babajić,≤100
717865981730224,Belmin Zukan,Belmin Zukan,≤100
2430163100537312,Spin Info,Spin Media,≤100
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100
106569706154975,Modern Expo,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
101760022372875,omerfarukalpdogan,These ads ran without a disclaimer,≤100
104474278112457,Thiago Albuquerque,These ads ran without a disclaimer,≤100
