Page ID,Page name,Disclaimer,Amount spent (LBP)
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,37030
1428873024044736,المدن - almodon,المدن - almodon‎,19697
1438703606372190,Elham Said Freiha,Elham Freiha,12121
101241044906111,هنا لبنان,هنا لبنان,9091
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,6788
164472683608068,Act for the Disappeared,ACT for the Disappeared,6061
141039382740595,National Commission For Lebanese Women NCLW,National Commission For Lebanese Women NCLW,4545
106197498149118,لبنان الكبير,Grand Lebanon,3030
1904241623145929,Democracy Reporting International Lebanon,Democracy Reporting International,3030
137195823051820,Maharat Foundation,Maharat Foundation,2985
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,2712
109112633772887,180post,180Post,1652
394633411339696,fiftyfiftylb,FiftyFiftylb,1515
107266890756055,Nicolas Chikhani Finance,Nicolas Chikhani Finance,1515
129660230432028,Dr. Toufic Hindi,Toufic Hindi,1515
110470091436602,Ici Beyrouth,Ici beyrouth,1515
107698404702208,Alkalima,Alkalima Onlime,1515
278035695547539,Legal Agenda  المفكرة القانونية,Legal Agenda  المفكرة القانونية,1379
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,≤100
285530825204,Klitschko,These ads ran without a disclaimer,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
2509759842418472,LebTalks,Lebtalks,≤100
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,≤100
419971021493700,Whisper2-9.13,These ads ran without a disclaimer,≤100
126052760507,Mama Cash,These ads ran without a disclaimer,≤100
558926694254896,Fondation Diane,Fondation Diane,≤100
145099946188660,Firas El Husseini - فراس الحسيني,Firas El Husseini - فراس الحسيني,≤100
