Page ID,Page name,Disclaimer,Amount spent (EUR)
204532472901378,Arbeiterkammer Vorarlberg,AK Vorarlberg,≤100
100967232807159,Bernhard Heinzle,Bernhard Heinzle,≤100
192072428050922,Schaffarei,Arbeiterkammer Vorarlberg,≤100
21759893033,Die Grünen,Die Grünen,≤100
1697898137102698,Christof Bitschi,Vorarlberger Freiheitliche - FPÖ,≤100
269101733116808,Wirtschaftskammer Vorarlberg,Wirtschaftskammer Vorarlberg,≤100
1660071144087431,Karl Nehammer,Volkspartei,≤100
32984679070,Greenpeace Österreich,Greenpeace Österreich,≤100
15078244418,Volkspartei,Volkspartei,≤100
113063618081267,ÖH an der Fachhochschule Vorarlberg,ÖH an der Fachhochschule Vorarlberg,≤100
79935247286,GRAS - Grüne & Alternative Student_innen,GRAS - Grüne & Alternative Student_innen,≤100
122432717779,ÖH - Österreichische Hochschüler_innenschaft,ÖH - Österreichische Hochschüler_innenschaft,≤100
1977684662509834,Herbert Kickl,FPÖ,≤100
59212737281,UNICEF Österreich,UNICEF Österreich,≤100
135927913177448,Markus Wallner,Vorarlberger Volkspartei,≤100
120078214745250,FREDA,FREDA - Die Grüne Zukunftsakademie,≤100
231166380411824,JUNOS Studierende,JUNOS Studierende,≤100
107152329360788,Arbeiterkammer,Arbeiterkammer,≤100
163811269488,CARE Österreich,CARE Österreich,≤100
143074097483,SOS-Kinderdorf Österreich,SOS-Kinderdorf Österreich,≤100
148597481866190,Ring Freiheitlicher Studenten RFS,Ring Freiheitlicher Studenten,≤100
103606522565139,Oecolution Austria,oecolution austria - Initiative zur nachhaltigen Standortentwicklung,≤100
162282402150706,exxpress.at,web eXXpress Medien Holding GmbH,≤100
1439246269679045,WIENER STÄDTISCHE,WIENER STÄDTISCHE,≤100
105798936110114,SalzburgMilch,SalzburgMilch GmbH,≤100
599612190165733,SPÖ Feldkirch,SPÖ Feldkirch,≤100
174834299325391,"Bundesministerium für Soziales, Gesundheit, Pflege und Konsumentenschutz","Bundesministerium für Gesundheit, Pflege, Soziales und Konsumentenschutz",≤100
30925241455,Amnesty International Austria,Amnesty International Österreich,≤100
107140489351582,FLÖ - Unabhängige Fachschaftslisten Österreichs,FLÖ – Fachschaftslisten Österreichs,≤100
136345101209,VGT Austria,VGT Austria,≤100
575963666247058,Polizei Österreich,BMI - Bundesministerium für Inneres,≤100
327450964017497,NEOS,NEOS,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
112769942086627,Kommunistischer Studierendenverband - KSV,Kommunistischer Studierendenverband - KSV,≤100
435353346558752,Up in die Berge - Seilbahnen Österreichs,Seilbahnen Österreichs,≤100
1673371229636129,Pamela Rendi-Wagner,SPÖ,≤100
170851699746145,Zurich,These ads ran without a disclaimer,≤100
328839920495984,Ölz Meisterbäcker,Ölz Meisterbäcker,≤100
131167621794613,Verpackung mit Zukunft,Plattform Verpackung mit Zukunft,≤100
187626534620326,Europäische Kommission - Vertretung in Österreich,Europäische Kommission - Vertretung in Österreich,≤100
575477015936411,BMI - Bundesministerium für Inneres,BMI - Bundesministerium für Inneres,≤100
205710866133426,klimaaktiv,"Bundesministerium für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie (BMK)",≤100
