Page ID,Page name,Disclaimer,Amount spent (ARS)
1228444987284670,Gobierno de Santiago del Estero,Gobierno de Santiago del Estero,5259
109586108797973,Futuro Argentino,Futuro Argentino,4941
110079031997390,Con Larreta,Con Larreta,3252
1750226538579919,Facundo Perez Carletti,Facundo Perez Carletti,2975
111314158611789,Defendamos Lo Nuestro,Defendamos al Campo,2942
129799846687423,Levantémonos,Levantemonos,2419
260217841057049,Consultora Tendencias,Consultora Tendencias,1930
1779438815714208,Natalia Neme,Natalia Gabriela Neme,1896
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,744
113686738612,Gobierno de la Ciudad de Buenos Aires,Gobierno de la Ciudad de Buenos Aires,656
105933872199149,Mística,Demos Vuelta la Argentina,641
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,536
513899261972162,Frente de Izquierda FIT,Frente de Izquierda,326
107022228690687,Jornada Nacional,Jornada Nacional,320
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,291
101364195948955,KATO DICE Y HACE,KATO DICE Y HACE,289
103780997884434,Comunidad Argentina,Comunidad Argentina,218
390606981676723,Susana Torres,Susana Compromiso por San Luis,209
101996084777901,Mariela Belski,Mariela Belski,200
947520791967929,Claudio Poggi,Claudio Poggi,179
544986472243896,Data Diario,Data Diario,161
642047375905348,Gastón di Castelnuovo,Gaston Di Castelnuovo,160
105166715290140,Momento Uno,Momento Uno,153
378225769015907,Fundación Embajada Abierta,Fundación Embajada Abierta,150
107756622140473,El Litoral Web,El Litoral Web,131
175844725888213,Alejandro Bodart,MST Movimiento Socialista de los Trabajadores,126
111397701828101,Sergio Vallejos,Sergio Guillermo Vallejos Mini,107
109844724805384,Marilo Gau,Mariló Gau,≤100
113395874909201,Punto Noticias,Punto Noticias Web,≤100
231169830377923,Gabriel Solano,Frente de Izquierda,≤100
113898744658728,El Progreso Web,El Progreso,≤100
417293091784162,Romina Del Plá,Frente de Izquierda,≤100
1488831318060288,Unión Europea en Argentina,Delegación de la Union Europea,≤100
985257904886548,"Gaston Esperanza "" Seamos ParTe """,Jonatan Gaston Esperanza,≤100
141991679847091,Taquion,Taquion,≤100
103948405867129,El Confidencial Noticias,El Confidencial Noticias,≤100
145806262649419,Fer Miño,Patria de Todos,≤100
90148244993,Patricia Bullrich,Pro Nacional,≤100
335926266503071,7D,7D,≤100
134557130216408,Jorge Jofré,Jorge Jofre,≤100
1491984484412073,Juan Casañas,Juan Francisco Casañas,≤100
862393870465260,Fabian Martin,Fabian Martin Intendente,≤100
103565956013593,Miguel Ramos Intendente,Miguel Ramos Intendente,≤100
705172499580470,Gustavo Martinez,Gustavo Martinez,≤100
1192374014146549,María Emilia Abdelnabe,Maria Emilia Abdelnabe,≤100
103832331784993,Ahora San Juan,Ahora San Juan,≤100
110568602036048,,Córdoba La Número 1,≤100
112595328432641,Wado 2023,Jóvenes con Wado,≤100
113347327938892,Bullrichmania Argentina,Me&Bo Consultora,≤100
958750317533178,Manuela Castañeira,Nuevo MAS,≤100
125183747539071,Noticias Argentinas,Noticias Argentinas,≤100
304176325478,La Política Online,La Política Online,≤100
102007812840437,Jóvenes con Wado,Jóvenes con Wado,≤100
403416169712996,Fundación para la Investigación Científica y los Estudios Sociales,Fundación para la Investigación Científica y los Estudios Sociales,≤100
100151736415392,Cordobalanumerouno,Cordoba la número 1,≤100
699853426735213,Gustavo Solis,Gustavo Solis Monico,≤100
782697941744883,Catamarca Capital,Catamarca Capital,≤100
253898394637965,Luciana Echevarría,MST,≤100
610065179346397,NotiBaires,Comunicarg,≤100
477463972361734,Rafa Moyano,Eduardo Dario Pereyra,≤100
238778949515431,El Cronista,El Cronista,≤100
104147274759706,Periodismo de Izquierda,Periodismo de Izquierda,≤100
105493327767840,Newsweek Argentina,Newsweek Argentina,≤100
105792915475105,Osvaldo Fernández,Osvaldo Fernández,≤100
111842694665173,Entrevistas con el Dr. Jorge Derna,Jorge Alberto Derna,≤100
358162257947051,Ricardo Bussi,Ricardo Matias Mercado,≤100
508050335906893,Felipe Michlig,Felipe Enrique Michlig,≤100
190356261138005,Leandro Zdero,Leandro Zdero,≤100
641948702550925,Catamarca Gobierno,Gobierno de Catamarca,≤100
442074085928723,Raúl Jalil,Raúl Jalil,≤100
100151736415392,Cordobalanumerouno,Cordoba la número uno,≤100
2251397431784810,InfoArgentina,Comunicarg,≤100
102858281496444,Argentinos hoy,Argentinos hoy,≤100
430773770330702,Gripe Prolongada - Dr. Jorge Derna,Gripe Prolongada - Dr. Jorge Derna,≤100
104046341137293,Panorama Pais,Panorama Pais,≤100
113384436026702,Caren Tepp,Ciudad Futura,≤100
331933457269706,Luis Albeza,Luis Fernando Albeza,≤100
399216250203388,Julio Loza,Julio Antonio Loza,≤100
110890318187982,Escucharte Santa Fe,Escucharte Santa Fe,≤100
111669735076988,Hora Cero,Hora Cero Noticias,≤100
218683311587619,Jorge Alberto Giorno,Jorge Alberto Giorno,≤100
101349631999937,Noticias para el Cambio,Noticias para el Cambio,≤100
104646448661838,La Pampa Ahora,La Pampa Ahora,≤100
108079067629612,Jose Javier Galan,Jose Javier Galan,≤100
110882341844562,Maferio Inversiones,Mariano German Fernandez Del Rio,≤100
148539931942743,Rodrigo de Loredo,Rodrigo de Loredo,≤100
103328849377092,,These ads ran without a disclaimer,≤100
2047691442209277,Jorge Nasisi,Jorge Mariano Nasisi Mercau,≤100
112304404582741,,Chic Contenidos,≤100
101558199460395,Julio Heredia,Julio Ignacio Heredia,≤100
544640985878621,Argentinos Online,Argentinos Online,≤100
327454924058033,Mariano Campero,Mariano Campero,≤100
436246103621788,Damián Selci,Unidad Ciudadana Hurlingham - UCH,≤100
100272671672857,Carlos Cisneros,Carlos Cisneros,≤100
178919202140944,Francisco Quintana,Francisco Quintana,≤100
111452835245770,Adriel Dalgaard Knott,Adriel Compromiso por San Luis,≤100
104488274406554,Bernardo Baccello,Bernardo Baccello,≤100
105868508128629,60 segundos,60 Segundos,≤100
2620959631279430,José Calderón,Jose Calderon,≤100
133937418577537,Utopia Urbana,Utopía Urbana,≤100
558106334670581,Mauro Leiva,Leonardo Jesús Araya,≤100
397862603671761,Maria de los Angeles Sacnun,Maria de los Angeles Sacnun,≤100
106809542339751,Juan Pablo Chiesa,Juan Pablo Chiesa,≤100
103088924366000,Noticias d,Noticias d,≤100
1466119057008930,Fundación IDEAR Córdoba.,Fundación IDEAR Córdoba.,≤100
259700217384725,Le Monde diplomatique - Edición Cono Sur,Capital Intelectual S.A.,≤100
103491299400318,Daniel Facio,Daniel Alberto Facio,≤100
786961754994633,Fernando Neira,Fernando Neira,≤100
162700400413304,Revista Realidad Económica,IADE,≤100
233734300112003,Juan Monteverde,Ciudad Futura,≤100
409696462551334,Gustavo Aromí,Jose Gustavo Aromí,≤100
273175230630,CAME - Confederación Argentina de la Mediana Empresa,CAME - Confederación Argentina de la Mediana Empresa,≤100
149619018406294,Siglo XXI Editores Argentina,Siglo XXI Editores Argentina S.A.,≤100
1489647321335052,Huguito Kenny,Huguito Kenny,≤100
104782484202318,Medio Buenos Aires,Medio Buenos Aires,≤100
224902551543788,Damián González Lizarro,Cesar Damian Gonzalez Lizarro,≤100
134996507172069,Hernan Amat,Hernan Amat,≤100
241738410043978,Patricia Mojica 2023 TANTI,Patricia Mojica 2023 TANTI,≤100
