Page ID,Page name,Disclaimer,Amount spent (ZAR)
1482645265280695,amandla.mobi,amandla.mobi,1750
110901495091012,Crtve Development,Crtve Development with Facebook Ad credits,466
434577883273454,Sihle Zikalala,Sihle Zikalala,355
177619079111,National Youth Development Agency,National Youth Development Agency,213
6011868110,Democratic Alliance,Democratic Alliance,175
195909420099,Solidariteit,Solidariteit,≤100
153698181363705,Democratic Alliance Eastern Cape,Democratic Alliance,≤100
228597353852511,Democratic Alliance Kouga,Democratic Alliance,≤100
107147472660409,Democratic Alliance Youth,Democratic Alliance,≤100
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100
379138726819,ACDP,ACDP,≤100
100149906713244,350 Africa,350 Africa,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
2145594122138312,Action Society,Action Society,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
1621692424754301,Minderoo Foundation,These ads ran without a disclaimer,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
136956534616,Times LIVE,TimesLIVE,≤100
1442286572460668,Inside Education,Inside Education,≤100
1271402709601865,HEALA,HEALA,≤100
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
629021617133721,Judges Matter,Judges Matter,≤100
141100792595323,Community Chest Durban,Community Chest Durban,≤100
102268322635915,The Finance Daily,These ads ran without a disclaimer,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
102635655320437,Number Match - Logic Puzzle Game,These ads ran without a disclaimer,≤100
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100
100996296372360,high sprit,These ads ran without a disclaimer,≤100
112864228133921,Funnies Now - Stories,These ads ran without a disclaimer,≤100
