Page ID,Page name,Disclaimer,Amount spent (MXN)
122166991148783,ICV-NL,ICVNL,13896
100934207930403,Conversaciones,conversacionesmx.com,8819
660181064597929,Sr. Político,srpolitico.com,5678
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,5022
360811057341855,PAN Nuevo León,PAN Nuevo León,4975
104680124489636,Demoscopia Digital,Demoscopia Digital,3497
209770450386,El Gobierno de Nuevo León,Gobierno del Estado de Nuevo León,2541
1511931155769587,Horacio Tijerina,Horacio Tijerina,2306
178625645626125,Movimiento Ciudadano Nuevo León,Movimiento Ciudadano Nuevo León,1972
279469625434543,Paco Cienfuegos,Paco Cienfuegos,1880
108407195129937,México Villarreal,Rodolfo México Villarreal Ritchie,1732
418039951683898,Hernán Salinas Wolberg,Hernán Salinas Wolberg,1579
2091732304477564,Senadores Ciudadanos,Grupo Parlamentario de Movimiento Ciudadano en el Senado de la República,1328
110211745174793,Opinion Pública,Opinion Publica,1234
645731535452116,FactoMétrica,FactoMétrica,1212
923633637651202,Morena Sí,Morena Sí,1010
237286396650510,Enkoll Inteligencia de Mercados,Enkoll,895
186902431388373,Homero Niño de Rivera,Homero Niño de Rivera,895
100557755099985,Convocatorias 2023,Convocatorias 2023,705
110802201854701,El Norte de México,El Norte de México,590
109634395756375,Save the Children México,Save the Children México,589
103339398391825,Perla Villarreal,Perla de los Ángeles Villarreal Valdez,535
358038814286053,San Pedro Garza García,Edgar Geovanny Lobato Jaime,529
354326078079338,Campaigns and Elections Mexico,Mario Alberto Rivera Lagarreta,444
108488778457755,Gestoría Social Para El Bienestar 2,Luis Felipe Benitez Gomez,437
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,334
171494803269262,Noticias México,euthenics,324
100295832888456,Con Claudia Si,conclaudiasi.net,311
110552178493339,TcoNoticias,TCO Noticias,307
151844091545900,Marcela Guerra,Marcela Guerra Castillo,284
254852601222832,CEMEX México,CEMEX México,282
400826360641681,Global Noticias,Tresa Publicidad,265
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,264
100266766681908,Dathan Thigpen,These ads ran without a disclaimer,250
102840089273437,Alcaldes Regios,Alcaldes Regios,244
103928865079983,The Mexico Network,The México Network,242
122404620204,Oxfam México,OXFAM MEXICO AC,240
102662994838169,Indeleble,El México Indeleble,236
100951752835721,Lupa Ciudadana,Lupa Ciudadana,232
112860341627608,Vecinos Unidos,Vecinos Unidos,232
111300295094359,Baja Sur piel morena,BCS de piel morena,230
56713285274,Greenpeace México,Greenpeace México,227
106146751535213,El Panteonero de Nuevo León,El Panteonero de Nuevo León,226
102515245994693,Tlaxcala Si,tlaxcalasi.net,225
105343929059924,La Silla Regia,La Silla Regia,223
100528932803060,Veamos Mty,Veamos Monterrey,222
107494537500293,Informativo Viral,Tresa Publicidad,219
129116715379616,La Lotería Del Pueblo,Hugo Junco Olvera,214
2070411576577524,El Reynomántico,Rey Nomantico,201
107479518820795,Corazón Guinda,corazonguinda.com,200
100332765157797,Distrito Regio,Distrito Regio,198
1660634044174927,Mendoza Blanco & Asociados S.C.,"Mendoza Blanco & Asociados, S.C.",195
109752078573994,Transformando México,Transformando a México,192
123842270960929,Walmart de México y Centroamérica,Nueva Walmart de México SRL de CV,192
103337707812182,Mujer México,ADsocial,191
190085328448680,Colectivo Informativo,Tresa Publicidad,179
101369119427544,La Cuestión Mx,La Cuestión Mx,174
107513668696274,Gestoría Social Para El Bienestar 12,Luis Felipe Benitez Gomez,169
112507801521278,VEMO,VEMO,167
109004905332009,El corazón de la transformación,El corazón de la transformación,164
100206439556436,Jalisco Jala con Claudia,Jalisco Jala con Claudia,161
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,155
105874865657560,Hidalgo con Honestidad,Hidalgo con Honestidad,150
493453457351145,Coparmex Nacional,Coparmex Nacional,149
