Page ID,Page name,Disclaimer,Amount spent (LBP)
1438703606372190,Elham Said Freiha,Elham Said Freiha,210526
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,180451
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,136842
103253664825946,Souria Post - سوريا بوست,These ads ran without a disclaimer,120301
1744356319118477,هنا لبنان,هنا لبنان,105263
347252006998,Nouhad Machnouk Official Page,Nouhad Machnouk Official Page,93233
102023711572671,أساس ميديا -  Asas Media,Asas Media,90226
107800617419717,MYKA Foundation,MYKA Foundation,90226
394633411339696,fiftyfiftylb,FiftyFiftylb,60150
106197498149118,لبنان الكبير,Grand Lebanon,60150
107698404702208,Alkalima,Alkalima Onlime,45113
1398043333774301,The Lebanese Center for Policy Studies,The Lebanese Center for Policy Studies,45113
1012540132187376,Alafdal News الأفضل نيوز,AlAfdal News الأفضل نيور,45113
1369864219709852,سوريانا - souriana,These ads ran without a disclaimer,30075
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,30075
105319651353770,Jusur,Jusur,30075
110748157211281,سوريا بوست بلس - souria post plus,These ads ran without a disclaimer,30075
327943840921884,ONDES,ONDES,30075
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,19549
1502687013388650,Media Factory News,Media Factory News,15038
110913872086671,مباراة الجاهلية الكبرى السبت ٥ آب ٢٠٢٣,These ads ran without a disclaimer,15038
2509759842418472,LebTalks,Lebtalks,15038
164267520267912,LebanonFiles.com (Live News From Lebanon),LebanonFiles.com (Live News From Lebanon),13233
117345834653901,This is Beirut,This is Beirut,12180
1717497868504337,Truth and Moments,These ads ran without a disclaimer,600
123458990728979,maharat_training_center1,These ads ran without a disclaimer,≤100
109112633772887,180post,180Post,≤100
102672531482527,Ihab Matar - إيهاب مطر,AW,≤100
775764945964442,Nabil Badr-نبيل بدر,Nabil Badr-نبيل بدر,≤100
