Page ID,Page name,Disclaimer,Amount spent (ZAR)
6011868110,Democratic Alliance,Democratic Alliance,565
136956534616,Times LIVE,TimesLIVE,157
446648162438519,Thisisacumen,Acumen Media Management,110
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
178713262328364,DA KZN,Democratic Alliance,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
478605875679827,Regus,These ads ran without a disclaimer,≤100
195909420099,Solidariteit,Solidariteit,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100
107169379305548,TLU SA,TLU SA,≤100
2145594122138312,Action Society,Action Society,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
1271402709601865,HEALA,HEALA,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
1269614596416020,National Education Collaboration Trust,These ads ran without a disclaimer,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,≤100
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
108096858922548,The People's Movement,The People's Movement,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
101109722953106,hashtagwhatnext,These ads ran without a disclaimer,≤100
1439846809634792,Christians & Muslims Conversations,These ads ran without a disclaimer,≤100
106327794765026,bambi.rayne,These ads ran without a disclaimer,≤100
106672955546504,domanimedia,These ads ran without a disclaimer,≤100
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100
121350964566751,DHL Motorsports,These ads ran without a disclaimer,≤100
101853479470366,Weregreenly,These ads ran without a disclaimer,≤100
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,≤100
106283144372677,IWG,These ads ran without a disclaimer,≤100
287842647957979,EU International Partnerships,These ads ran without a disclaimer,≤100
