Page ID,Page name,Disclaimer,Amount spent (LBP)
102023711572671,أساس ميديا -  Asas Media,Asas Media,90226
106197498149118,لبنان الكبير,Grand Lebanon,45113
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,30075
1744356319118477,هنا لبنان,هنا لبنان,30075
110470091436602,Ici Beyrouth,Ici beyrouth,25865
105319651353770,Jusur,Jusur,17293
347252006998,Nouhad Machnouk Official Page,Nouhad Machnouk Official Page,15038
164267520267912,LebanonFiles.com (Live News From Lebanon),LebanonFiles.com (Live News From Lebanon),15038
236763870334042,Lebanese Daily,Lebanese Daily,15038
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,15038
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,15038
112056958469490,SPI Lebanon,SPI Lebanon,4812
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,≤100
2509759842418472,LebTalks,Lebtalks,≤100
117345834653901,This is Beirut,These ads ran without a disclaimer,≤100
123458990728979,maharat_training_center1,These ads ran without a disclaimer,≤100
117345834653901,This is Beirut,This is Beirut,≤100
960087244008629,MASAR,Masar,≤100
129660230432028,Dr. Toufic Hindi,Dr. Toufic Hindi,≤100
107698404702208,Alkalima,Alkalima Onlime,≤100
109112633772887,180post,180Post,≤100
344500588997099,Ezzaldeen Photography,Ezzaldeen Photography,≤100
450326391674911,Allianz,These ads ran without a disclaimer,≤100
107800617419717,MYKA Foundation,MYKA Foundation,≤100
150253531687373,أخبار الآن - Akhbar Al Aan,These ads ran without a disclaimer,≤100
1502687013388650,Media Factory News,Media Factory News,≤100
