Page ID,Page name,Disclaimer,Amount spent (BRL)
140386962704024,Governo de Pernambuco,Governo de Pernambuco,2215
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",693
105527742878890,Prefeitura do Recife,Prefeitura do Recife,574
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,474
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,440
112830251033781,Tiger,GRUPO HEINEKEN,269
171169022896525,Guaraná Antarctica,Ambev,252
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,229
224777780881144,Visão Mundial,Visão Mundial,119
159103797542,Greenpeace Brasil,Greenpeace Brasil,116
198849783539777,Buscofem,Buscofem,108
1405025743082214,Coronel Alberto Feitosa,Alberto Jorge Feitosa,106
228909183838663,Fundação Demócrito Rocha,Ismael Pereira Da Costa,≤100
1389429587984302,Renato Antunes,Renato Antunes,≤100
106558185227603,BP Select,Brasil Paralelo Entretenimento e Educação S/A,≤100
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
364037797755496,HOJE Pernambuco,Hoje Pernambuco,≤100
104202885922538,Marco Aurélio Filho,Diogo Stanley Vasconcelos De Farias,≤100
107545594457268,danilyra40,Daniela Cardoso Magalhães Lyra,≤100
106376318992146,Maria Arraes,Maria Arraes,≤100
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,≤100
210467206143608,Portal de Prefeitura,Portal de prefeitura,≤100
110418455214538,Bernardo K.,Filhos do Trovão,≤100
111762505178519,Renova credito,These ads ran without a disclaimer,≤100
435467973165066,Fundação Ulysses Guimarães Nacional,Fundacao Ulysses Guimaraes,≤100
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
109918909035681,Cerveja Brahma Oficial,Ambev,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
112508121426383,Reis & Pacheco,These ads ran without a disclaimer,≤100
109272165397476,Gerson Aragao,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
319356418132318,Gestos,Gestos Soropositividade Comunicação e Gênero,≤100
100605271766364,Zé Neto,ZÉ NETO RECIFE,≤100
422665284772249,Fernando Ulrich,Liberta Agentes Autonomos de Investimentos S/s LTDA,≤100
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
113635063357657,sol_lima_tricoterapeuta,Maria Solange Alves Lima,≤100
735329193263743,Tenente Rogério Magalhães,Rogerio Magalhaes Mello,≤100
258088921369,TOTVS,TOTVS,≤100
333720355130,Petrobras,Petrobras,≤100
110225312350543,Nova Escola,Associação Nova Escola,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
113165042099382,Brasil 61,Brasil 61,≤100
1555937724629128,Comitê Guandu - RJ,Comite Guandu RJ,≤100
113005112093720,Aldo Solar,Aldo Solar,≤100
102248571167551,Delegada Gleide Ângelo,Gleide Nascimento Angelo,≤100
239977579362882,Blue3,Blue3 Investimentos,≤100
298903703477524,União Europeia no Brasil,Delegação da União Europeia no Brasil,≤100
106287755510083,odireitoedopovo,These ads ran without a disclaimer,≤100
585694021818773,Diogenes Patriota,Diogenes Patriota,≤100
106812122300948,Angela Mendez,These ads ran without a disclaimer,≤100
107493882276631,Renova Credito,These ads ran without a disclaimer,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
742859855830690,IRELGOV,IRELGOV,≤100
252086658173120,Movimento Mulher 360,Movimento Mulher 360,≤100
795066333934481,Mulheres Republicanas,Mulheres Republicanas,≤100
107809564197704,Cetur - Conselho Empresarial de Turismo da CNC,"CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
350338089341698,ASA Investments,ASA Investments,≤100
104498669210628,Gustavo Rodrigenes,Assinatura Direito,≤100
132804480113814,PwC Brasil,PwC Brasil,≤100
126491270729748,Childhood Brasil,These ads ran without a disclaimer,≤100
107742651063250,Academia de Pesquisa,Academia Brasileira de Formação e Pesquisa,≤100
101423456063841,Farmácia de Manipulação Recife,These ads ran without a disclaimer,≤100
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,≤100
1746222495610114,Prof. Karine Waldrich,Karine Waldrich,≤100
631776890272498,Prof Jadson Caetano,Prof Jadson Caetano,≤100
105520569004820,Absolar Comunica,Associação Brasileira de Energia Solar Fotovoltaica,≤100
441322432908292,Prósperos Eternos,These ads ran without a disclaimer,≤100
106308415121143,Politique - Detalhamento de Votos,PRATIC SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO LTDA,≤100
540247616482635,Nohs Somos,Nohs Somos,≤100
665498620499336,"O Novo Legislativo, por Renata Cunha",Instituto Renata Cunha,≤100
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
1363403883811566,Dani Zeponi,These ads ran without a disclaimer,≤100
104738421003389,InvestNews BR,Easynvest,≤100
127789930632668,Conectas Direitos Humanos,Conectas Direitos Humanos,≤100
358687161234,Proteção Animal Mundial,Sociedade Mundial de Proteção Animal - WSPA BRASIL,≤100
241839765912021,Estratégia Concursos,ESTRATÉGIA CONCURSOS SA,≤100
107714638848064,konda_law,These ads ran without a disclaimer,≤100
106670505267397,O Diário da Capital,DIARIO DA CAPITAL PUBLICIDADE E COMUNICACAO LTDA,≤100
193719533998484,Fundação Fernando Henrique Cardoso,Fundação FHC,≤100
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,≤100
210383352904859,Dedicação Delta,These ads ran without a disclaimer,≤100
308976223304,Tintas Coral,Akzonobel,≤100
109591311961445,Brasil em Ruínas,Marco Aurelio Machado,≤100
144522665592650,DevMedia,DevMedia,≤100
173480706086444,The Nature Conservancy Brasil,The Nature Conservancy Brasil,≤100
193453904723542,Mateus Braga,Mateus Carlos Da Silva Braga,≤100
2323904661180742,All Out Brasil,All Out,≤100
172444996112900,Fundo Brasil,Fundo Brasil,≤100
1700227383437806,OC Advogados,Oliveira e Carneiro Sociedade de Advogados,≤100
962615323779536,Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,≤100
667463076729677,UniGospel,UniGospel,≤100
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,≤100
111523297088078,Yakult Brasil,These ads ran without a disclaimer,≤100
100475402294243,Consciência Brasil,Felipe Gabriel Coelho Gomes,≤100
1791040007779382,Excelência Educação,Excelência Educação,≤100
112260971515571,ESG Academy,WAYCARBON SOLUCOES AMBIENTAIS E PROJETOS DE CARBONO S.A.,≤100
446733592386057,Mais Inclusão no Mundo,Mais Inclusão no Mundo,≤100
103768438180017,Lab Criação,Lab Criação,≤100
1016014891780524,Estratégia Carreira Jurídica,ESTRATEGIA CONCURSOS SA,≤100
1839311262782668,Denise Lima,These ads ran without a disclaimer,≤100
104486751876738,Tenente Coronel Zucco,Luciano Zucco,≤100
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,≤100
255804437808407,Vale,Vale,≤100
100710735473325,IDP - SP,"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa Idp - LTDA",≤100
163893463708223,Marcelo Vitorino,IDP,≤100
281900465627497,Fernando Drummond,Fernando Drummond Fernandes,≤100
201878973201295,Republicanos10,Republicanos10,≤100
633578433500190,Rede Essent Jus,ESSENT JUS CONTABILIDADE E CONSULTORIA LTDA,≤100
103809779034193,Valeriote Cursos e Consultoria,Valeriote Cursos e Consultoria,≤100
359871157981726,Decorando a Lei Seca,Decorando a Lei Seca,≤100
109835644993240,Gruporealponto_oficial,These ads ran without a disclaimer,≤100
101933305564897,Promic,Riole,≤100
691350010910586,Mercedes-Benz Ônibus,These ads ran without a disclaimer,≤100
1632845003624410,Lúcio Sorge,Lucio Sorge,≤100
262695407258466,StartSe,These ads ran without a disclaimer,≤100
101687831462814,"Rodrigo Andrade, A Real Mudança",Rodrigo Andrade,≤100
495255017263402,Cidadania 23 São Paulo,These ads ran without a disclaimer,≤100
668740406510540,Mercur,These ads ran without a disclaimer,≤100
307107992664854,Editora do Brasil,These ads ran without a disclaimer,≤100
355911231202401,Luiz Antonio Medeiros,Luiz Antonio De Medeiros Neto,≤100
108147365877214,Canal Futura,Fundação Roberto Marinho,≤100
252618518084219,Itatiaia - A Rádio de Minas,These ads ran without a disclaimer,≤100
104553347942750,Eder Borges,Eder Fabiano Borges Adao,≤100
100895138405952,embaixadatcheca,These ads ran without a disclaimer,≤100
103779715064518,Uma Concertação pela Amazônia,Instituto Arapyaú de Educação e Desenvolvimento Sustentável,≤100
128802790469337,Todos Pela Educação,Todos Pela Educação,≤100
102028188557585,ad.plural,These ads ran without a disclaimer,≤100
106206361334270,Marketing Político de Conteúdo,Samuel Jacques,≤100
103201798451473,adrianaaraujooficial_,These ads ran without a disclaimer,≤100
755979534560972,Instituto Liberta,Instituto Liberta,≤100
403991616637353,MEU TUDO,These ads ran without a disclaimer,≤100
2544666325578449,Eleja.se,Eleja.se,≤100
147258388715323,Fundação Luterana de Diaconia (FLD),Fundação Luterana de Diaconia,≤100
107063348442736,Cultura Jurídica,FMR - CURSOS ONLINE LTDA,≤100
114545680471703,Pedro Quintanilha - Mentalidade Empreendedora,Eduardo Lima Ferreira,≤100
1451224711778737,RJ Investimentos,RJ Investimentos,≤100
844549288949778,IBPAD - Instituto Brasileiro de Pesquisa e Análise de Dados,IBPAD - INSTITUTO BRASILEIRO DE PESQUISA E ANALISE DE DADOS LTDA - ME,≤100
115849011433577,Novidades Hoje,These ads ran without a disclaimer,≤100
263199020531986,JOTA,JOTA,≤100
657652651004518,A Hora do Voto,A Hora do Voto,≤100
1990589534564935,CMP Brasil,CMP Central de Movimentos Populares,≤100
458245938056642,LIMPA MEU NOME,Andre Serra,≤100
112778851729160,Longevidade e Saúde Pública,GROWTH HUB DIGITAL LTDA,≤100
149518311835447,Renata Bueno,Renata Bueno,≤100
104161123005913,Fundação Tide Setubal,Fundação Tide Azevedo Setubal,≤100
145608108896911,Frente Parlamentar da Agropecuária - FPA,Instituto Pensar Agropecuária,≤100
445401338988450,Direito Previdenciário com Salomão Boanerges,These ads ran without a disclaimer,≤100
111072768573924,Consciência Brasil São Paulo,Felipe Gabriel Coelho Gomes,≤100
1578235319127195,Seiko Brasil,ORIENT RELOGIOS DA AMAZONIA LTDA,≤100
1008846355811866,Lincoln Reis,Lincoln Reis,≤100
2304417933138888,Fabricio Corrêa - Marketing Político,FABRICIO CORREA,≤100
