Page ID,Page name,Disclaimer,Amount spent (PLN)
160978464020426,Sławomir Nitras,Sławomir Nitras,154
654912251187357,Grupa PGE,Grupa PGE,≤100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,≤100
102759805294356,Dariusz Matecki - Radny Miasta Szczecin,Dariusz Matecki Radny Miasta Szczecin,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,≤100
860539140624971,Wojciech Dorżynkiewicz - Radny Województwa Zachodniopomorskiego,Wojciech Dorżynkiewicz,≤100
108675458379147,Liczy się energia,Liczy się energia,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,≤100
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,≤100
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,≤100
178362315106,European Parliament,European Parliament,≤100
103189994608689,20stopni.pl,Konceptlab,≤100
273827962690526,Otwarte Klatki,Otwarte Klatki,≤100
101168698130881,Solidarna Polska Zachodniopomorskie,Dariusz Matecki,≤100
50063176484,TVN24,TVN,≤100
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),≤100
351578864922659,Stanisław Kaup,Stanisław Paweł Kaup,≤100
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
107265068092174,Onet Premium,Ringier Axel Springer Polska,≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
114205901170123,Dobra Platforma,Paweł Kujawa,≤100
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,≤100
113326164968091,Koszalin Wybiera,Koszalin Wybiera,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
104921858016507,Dzień Dobry Podatki,Michał Wilk,≤100
312204349288060,Mariusz Gosek,Mariusz Gosek,≤100
2181927062073055,Paweł Malinowski - Radny Gminy Dobra,Paweł Malinowski,≤100
1477251852486946,Kosma Złotowski,Grupa Europejskich Konserwatystów i Reformatorów,≤100
427646927347438,A4 Katowice - Kraków,Stalexport Autostrada Małopolska S.A.,≤100
133482470024453,Newsweek Polska,Newsweek Polska,≤100
203627442993022,Portal Oświatowy,Wiedza i Praktyka,≤100
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,≤100
178415208919146,Solidarna Polska,Solidarna Polska,≤100
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,≤100
391098174296294,Super Express,se.pl,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
143951191449,Profinfo.pl,Wolters Kluwer PL,≤100
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,≤100
173086948664,Infor.pl,Infor.pl,≤100
136884656519145,IOM Poland,International Organization for Migration,≤100
305401181544,UNICEF Poland,UNICEF Polska,≤100
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,≤100
156745028300456,Patryk Jaskulski - Radny Miasta Szczecin,Patryk Bartłomiej Jaskulski,≤100
475584852475176,Pozytron,Bartłomiej Jan Ginter,≤100
104072609268600,Zmarszczki są piękne,Archipelag Inicjatyw,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
153679474688551,Wydawnictwo Fronda,Wydawnictwo Fronda,≤100
257593184447834,Władysław Kosiniak-Kamysz,Władysław Kosiniak-Kamysz,≤100
1575243016027595,Małgorzata Wleklak - Radna Osiedla,Małgorzata Wleklak,≤100
271502918243,Polski Czerwony Krzyż (PCK),Polski Czerwony Krzyż (PCK),≤100
406758116099067,Fundacja Kasisi,Fundacja Kasisi,≤100
116580465063718,Marcin Meller,Grupa Wydawnicza Foksal,≤100
2320275388297228,Marcin Romanowski,Marcin Romanowski,≤100
142614625077,WWF Polska,WWF Polska,≤100
106708966025605,Wydawnictwo W.A.B.,Grupa Wydawnicza Foksal,≤100
1496359750659795,Michał Wójcik,Michał Wójcik,≤100
370535546308040,Natemat.pl,GLOB360,≤100
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,≤100
111778487054045,TOGETAIR,Kamil Magot,≤100
814991668621838,Norbert Kaczmarczyk,Norbert Kaczmarczyk,≤100
111536078074010,Strefa Logopedy,Wiedza i Praktyka,≤100
170887773826663,Marcin Warchoł,Marcin Warchoł,≤100
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,≤100
530109090429370,Matematyka,These ads ran without a disclaimer,≤100
1425264934431305,Polski Instytut Księgowości,Polski Instytut Księgowości,≤100
130220166122,Kupuj odpowiedzialnie,Kupuj odpowiedzialnie,≤100
186543124707583,ISSA Prevent Plastic Pollution,Biuro wykonawcze ISSA w Polsce,≤100
112055027022643,Legal Marine,Legal Marine - Mateusz Romowicz,≤100
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100
100528444310,Uniwersytet Mikołaja Kopernika w Toruniu,Uniwersytet Mikołaja Kopernika w Toruniu,≤100
122436147816214,Skłodowscy.pl,Kancelaria Podatkowa Skłodowscy,≤100
102577288350341,Super Biznes,se.pl,≤100
868599633152789,Koncept - magazyn akademicki,Fundacja Inicjatyw Młodzieżowych,≤100
521216701360487,MURATOR,MURATOR,≤100
621959344553367,DNA Rynków - merytorycznie o giełdach i gospodarkach,DNA Rynków,≤100
544319209354145,Edukacja Domowa,Sławomir Przemysław Jazienicki,≤100
109218848183780,Marek Woźniak,UMWW,≤100
352969621437965,Magna Polonia,Fundacja Magna Polonia,≤100
203675933025899,Ministerstwo Kultury i Dziedzictwa Narodowego,Ministerstwo Kultury i Dziedzictwa Narodowego,≤100
106666447371322,Edward Siarka,Edward Siarka,≤100
105039892358886,FURPO,FURPO GROUP SP. Z O.O.,≤100
121677374580121,Stowarzyszenie Rozwoju Wsi Świętokrzyskiej,Stowarzyszenie Rozwoju Wsi Świętokrzyskiej,≤100
152244658221042,Wielka Litera,Wielka Litera,≤100
74863922834,Krytyka Polityczna,Krytyka Polityczna,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
145481822175715,Otodom,Grupa OLX sp. z o.o.,≤100
