Page ID,Page name,Disclaimer,Amount spent (BAM)
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,216
197596636939679,tacno.net,Tacno.net,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
109652028193268,Revizije info,Revizije info,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
151296002169571,Jelena Trivic,Jelena Trivic,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Filip Lučić,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
1473660889517303,Irfan Čengić,Irfan Cengic,≤100
104138845736466,Nenad Lalović - Ненад Лаловић,Nenad Lalović,≤100
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100
109839045383139,,Dejan Kojić,≤100
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100
103027944875536,Маја Драгојевић Стојић - Maja Dragojević Stojić,Предраг Кукољ,≤100
1676047195961611,Impuls,"Udruženje građana ""Impuls""",≤100
2430163100537312,Spin Info,Spin Media,≤100
162926690478548,Oslobodjenje,Oslobodjenje,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
1607622842896752,interview.ba,Fondacija Infohuse,≤100
1493069774316441,The US-Italy Global Affairs Forum,These ads ran without a disclaimer,≤100
753740401664958,Omer Berbić - kandidat za gradonačelnika Tuzle,Omer Berbic,≤100
102500518635499,ENTR en,These ads ran without a disclaimer,≤100
114247604036354,Инфограф,These ads ran without a disclaimer,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
123546032572,Eppendorf Group,These ads ran without a disclaimer,≤100
2106619399390828,Adnan Šteta,Adnan Steta,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
320365108091315,Društvo ujedinjenih građanskih akcija,Društvo ujedinjenih građanskih akcija,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
