Page ID,Page name,Disclaimer,Amount spent (PLN)
342536459089859,Beata Kempa,Grupa EKR - Beata Kempa MEP,486
429506290917644,Toyota - fabryka w Jelczu,Toyota - fabryka w Jelczu,186
178362315106,European Parliament,European Parliament,173
110876148028220,Izabela Bodnar,Izabela Bodnar,136
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,124
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,122
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,107
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,105
102400579013256,Action for Democracy,Action for Democracy,≤100
102811109411234,Do:łącz,Dołącz,≤100
207653439276138,Fundusze Europejskie dla Dolnego Śląska,Fundusze Europejskie dla Dolnego Śląska,≤100
110160667808845,ESKA Wrocław News,ESKA Wrocław News,≤100
146599018696771,NATO,NATO,≤100
104581499325617,Wybory bez picu,Obywatelska Kontrola Wyborów,≤100
108365475589868,Łukasz Horbatowski - Przewodniczący Platformy Obywatelskiej w Głogowie,Łukasz Horbatowski - Przewodniczący Platformy Obywatelskiej w Głogowie,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
144808095552639,ING Polska,ING Polska,≤100
1454333274894957,Małgorzata Tracz,Biuro Poselskie Posłanki na Sejm RP Małgorzaty Tracz,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,≤100
507678159314962,Wrocław Fashion Outlet,Wrocław Fashion Outlet,≤100
382480678964431,Mariusz Gierus - Radny Rady Miejskiej Jeleniej Góry,Mariusz Gierus - Radny Rady Miejskiej Jeleniej Góry,≤100
1830591737192332,Arkadiusz Sikora Lewica,Nowa Lewica,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro – Prawo do życia,≤100
123910440019,Renew Europe,Renew Europe Group,≤100
110058531445574,Janusz Cieszyński,Janusz Cieszyński,≤100
335107452998,"InPost - Paczkomat, Kurier","InPost - Paczkomat, Kurier",≤100
1227194230675141,Pratia,Pratia SA,≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,≤100
1716935421867788,Michał Górski - Radny Rady Miejskiej Wrocławia,Michał Górski - Radny Rady Miejskiej Wrocławia,≤100
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,≤100
391098174296294,Super Express,se.pl,≤100
178415208919146,Suwerenna Polska,Solidarna Polska,≤100
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,≤100
110623255132084,Wiceprezydent Wrocławia Jakub Mazur,Wiceprezydent Wrocławia Jakub Mazur,≤100
957922074301886,"Ireneusz Zyska - Wiceminister Klimatu i Środowiska, Poseł na Sejm RP",Ireneusz Zyska poseł na Sejm RP,≤100
371359310400318,Janusz Kowalski,Janusz Kowalski,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
735907983172057,Urząd Gminy Czernica,Gmina Czernica,≤100
102931488739,Platforma Obywatelska,Platforma Obywatelska,≤100
1683534065241470,OKO.press,OKO.press,≤100
50063176484,TVN24,TVN,≤100
102759805294356,Dariusz Matecki - Radny Miasta Szczecin,Dariusz Matecki Radny Miasta Szczecin,≤100
100392322548102,Lekarze bez Granic,"Fundacja ""Lekarze bez Granic""",≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
276860619087002,Sylwester Tułajew,Sylwester Tułajew,≤100
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,≤100
194585893914848,Fundacja Rozwoju Demokracji Lokalnej,Fundacja Rozwoju Demokracji Lokalnej,≤100
286672948180163,Tomasz Trela,Poseł Tomasz Trela,≤100
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,≤100
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,≤100
257593184447834,Władysław Kosiniak-Kamysz,Władysław Kosiniak-Kamysz,≤100
181020632309,Wydawnictwo Znak,Wydawnictwo Znak,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
203627442993022,Portal Oświatowy,Wiedza i Praktyka,≤100
328956034420247,Marcin Pawlicki - Radny Miasta Szczecin,Marcin Pawlicki - Radny Miasta Szczecin,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
371981706755861,Kierunek na EKO,OS3 Sp. z o. o.,≤100
996526287073317,Mateusz Jędrachowicz,Mateusz Jędrachowicz,≤100
106552182752379,Fortum Polska,Fortum Power and Heat Polska Sp. z o.o.,≤100
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,≤100
954692934606047,Krzysztof Śmiszek,Krzysztof Śmiszek,≤100
103543842796980,Nie Oddamy Miasta,Nie Oddamy Miasta,≤100
133112726750279,M jak Mama,Grupa ZPR Media,≤100
111123892282533,Wydawnictwo Insignis,Wydawnictwo Insignis,≤100
426735034064813,Parlament Europejski - Biuro we Wrocławiu,Biuro Parlamentu Europejskiego we Wrocławiu,≤100
100758976350452,LubBezpośrednio.PL - Instytut Demokracji Bezpośredniej,"Fundacja ""Potrafisz Polsko""",≤100
2320275388297228,Marcin Romanowski,Marcin Romanowski,≤100
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,≤100
69153026654,Jerzy Buzek,Jerzy Buzek,≤100
1624944414400266,Gmina Siechnice,Gmina Siechnice,≤100
330644215221,Bankier.pl,Bankier.pl,≤100
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,≤100
1752318511650368,Akamai Poland,More Bananas,≤100
521216701360487,MURATOR,MURATOR,≤100
102577288350341,Super Biznes,se.pl,≤100
297486841148102,Ius Memoriae - Prawo Pamięci,Ius Memoriae,≤100
111993840665768,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,Stowarzyszenie Ks. Piotra Skargi,≤100
105039892358886,FURPO - Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,≤100
658695000844495,Adam Andruszkiewicz,Adam Andruszkiewicz,≤100
109218848183780,Marek Woźniak,UMWW,≤100
100569026183717,W Obronie Zdrowia,W Obronie Zdrowia,≤100
