Page ID,Page name,Disclaimer,Amount spent (ZAR)
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
136956534616,Times LIVE,TimesLIVE,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
1442286572460668,Inside Education,Inside Education,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
1271402709601865,HEALA,HEALA,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
1018230624896572,Siyakwazi Youth Network,Hamlet Enrico Johannes,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
178713262328364,DA KZN,Democratic Alliance,≤100
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100
100172476278127,Easy Study,These ads ran without a disclaimer,≤100
