Page ID,Page name,Disclaimer,Amount spent (GTQ)
331961940541181,Partido Victoria,Partido Político Victoria,≤100
102762215788405,VOS.gt,VOS.gt,≤100
104917155362067,Roberto Arzu García-Granados,Roberto Arzú García-Granados,≤100
754661271544464,El Sol de Mixco,El Sol de Mixco,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,≤100
101747092677033,Biopapama,Bio Papama,≤100
104695422072616,Unidad Nacional de la Esperanza - Metro,Unidad Nacional de la Esperanza - Metro,≤100
104088575626269,Unidad Nacional de la Esperanza Xela,Unidad Nacional de la Esperanza Xela,≤100
114777685207518,Viva: Juntos por la Niñez,These ads ran without a disclaimer,≤100
106973888244381,Alerta Guatemala,These ads ran without a disclaimer,≤100
281554395331686,República,"Republica GT, S.A.",≤100
183391831715311,Utel Universidad,These ads ran without a disclaimer,≤100
