Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
116943271709470,De Tarija Lo Mejor,De Tarija..Lo mejor!!,≤100
856012741442139,Ipas LAC,NEUMA,≤100
102351595022048,Carlos Montaño Alcalde,Richard Chambi Gutierrez,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
636958269681223,Mauricio Lea Plaza P.,Mauricio Adolfo Lea Plaza Peláez,≤100
415335392132878,Fondo de Desarrollo Indígena - MDRyT,These ads ran without a disclaimer,≤100
102652851097134,Oscar Balderas Diputado,Oscar Alberto Balderas Montaño,≤100
111585510603603,Elena Pachacute - Diputada Nacional,María Elena Pachacute Ticona,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
190739455190659,Molly Saldaña,Molly Margarita Saldaña Araujo,≤100
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,≤100
107687607625508,Vudu.Art.Bolivia,These ads ran without a disclaimer,≤100
105894621469686,Coordenada Digital,Coordenada Digital,≤100
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100
1947703858861720,Mayra Zalles - Diputada,Mayra Ingrid Zalles Trigo,≤100
279677395908479,Virginio Lema Trigo,Walter Agustin Zambrana Arze,≤100
111418244757560,Elecnova,These ads ran without a disclaimer,≤100
102257292713372,Alejandra Morales,These ads ran without a disclaimer,≤100
