Page ID,Page name,Disclaimer,Amount spent (ZAR)
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,136
57206003848,Greenpeace Africa,Greenpeace Africa,≤100
136956534616,Times LIVE,TimesLIVE,≤100
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,≤100
107169379305548,TLU SA,TLU SA,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
2145594122138312,Action Society,Action Society,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
103660385190383,Public Sector Leaders,Timothy Graham Barlin,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
1613107698993129,Jenwil BlueStar Potchefstroom,Jenwil BlueStar,≤100
103278761413963,Empowering SA,Empowering SA,≤100
379138726819,ACDP,African Christian Democratic Party,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
398081783586605,"Children's Institute, University of Cape Town","Children's Institute, University of Cape Town",≤100
311936835992045,Dear South Africa,DearSA,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign,Sipho Pienaar Malapane,≤100
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100
103131862424141,IZWE LETHU PARTY,IZWE LETHU PARTY,≤100
448191278579586,Democratic Alliance Gauteng,Democratic Alliance Gauteng,≤100
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,≤100
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100
363475730402828,Chris Syrus,These ads ran without a disclaimer,≤100
