Page ID,Page name,Disclaimer,Amount spent (KES)
1727289200726711,Search for Common Ground Kenya,Dominick Mwambui,3494
103408652150397,Hon. Mohamed Soud Machele,Ibrahim Aziz Omar,355
412238482219683,Kambaland,Kambaland,154
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,≤100
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,≤100
1793544260969494,Hon. Cecily Mbarire MGH,Hon. Cecily Mbarire MGH,≤100
101821255334402,HON. Machua Waithaka Kiambu MP,Tevin Muiruri,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
109181011928509,Vivian Nwakaego Onuigbo,These ads ran without a disclaimer,≤100
100696586305964,Fine Art Photography Prints by Rico X.,These ads ran without a disclaimer,≤100
435272526866135,North American Kurdish Alliance - NAKA,These ads ran without a disclaimer,≤100
171522852874952,Juventus,These ads ran without a disclaimer,≤100
230834147675510,LabXchange,These ads ran without a disclaimer,≤100
