Page ID,Page name,Disclaimer,Amount spent (MXN)
102356589506525,Sabritas Mexico,These ads ran without a disclaimer,≤100
206323119403212,Mario Delgado Carrillo,Mario Delgado Carrillo,≤100
102551913153712,Ricardo Monreal A.,Ricardo Monreal A.,≤100
195400400486017,Antena San Luis,Antena San Luis S de RL de CV,≤100
493453457351145,Coparmex Nacional,Coparmex Nacional,≤100
56713285274,Greenpeace México,Greenpeace México,≤100
108819392526809,Partido Acción Nacional,Partido Acción Nacional,≤100
1415863341806268,DMC - Music Center,CENTRO DE ENCUENTRO ARTÍSTICO DMC A.C.,≤100
264773293005,Marko Cortés,Partido Acción Nacional,≤100
110480358797556,Defendiendo México,Defendiendo México,≤100
100794729777667,La otra Cara de México,La Otra Cara de México,≤100
611053902572622,Focus Mx,Focus Mx,≤100
469246976533189,Santiago Creel,Santiago Creel,≤100
123856230700096,Toyota Motor México,TOYOTA MOTOR DE MEXICO,≤100
289568107808375,UVEG Universidad Virtual del Estado de Guanajuato,Ads Project Media,≤100
117381268069117,Nuevo Chetumal,Nuevo Chetumal,≤100
936003293273572,Nexo Político,Nexo Político,≤100
117455491307964,Al Día,Al Dia Media,≤100
114024430364416,YoXmx,YoXmx,≤100
327902495249040,Ignacio Loyola Vera,Ink Wonders,≤100
101701991930418,UNIDEV,UNIDEV,≤100
254852601222832,Cemex México,CEMEX México,≤100
1520610478183053,Badabun,Badabun,≤100
122404620204,Oxfam México,OXFAM MEXICO AC,≤100
102107279495045,Las netas,LASNETAS.ORG,≤100
124631600949535,Yo Influyo,Yo Influyo,≤100
171435049569865,Victor Hugo Romo de Vivar,Victor Hugo Romo de Vivar,≤100
378957422257023,Bealieversmx,Bealieversmx,≤100
923633637651202,Morena Sí,Morena Sí,≤100
107738917712607,ALA,@alertalibertadaccion,≤100
1527311874184683,Ismael Cabeza de Vaca,Ismael Cabeza de Vaca,≤100
421877377878288,Municipio de Querétaro,Municipio de Querétaro,≤100
147751821930575,Salud Digital Fundación Carlos Slim,Fundación Carlos Slim,≤100
104546498723247,Mauricio Cantú,Mauricio Cantú,≤100
112627505161171,Paty Tere,Tu Vecino Informa,≤100
803041666459797,Enrique de la Madrid,Enrique de la Madrid,≤100
117676694619099,Sala Capitalina,Sala Capitalina Media,≤100
119588441128670,Ferdando Lanota,Efecto Regio,≤100
105533795460071,Norte Monrealista,Norte Monrealista,≤100
1452189031676518,Hyundai México,HYUNDAI MEXICO,≤100
103747299357893,Mario Delgado Fans,Grupo Delgado Fans,≤100
1696577493927541,Veritas Noticias MX,Veritas Noticias MX,≤100
130816463246126,Nortimex,Nortimex,≤100
101740711752535,RUBRUM,Multipoll S.A. de C.V.,≤100
349281388432947,Chihuahua Noticias,Chihuahua Noticias,≤100
239726076054918,Partido del Trabajo México,Partido del Trabajo México,≤100
1523140624565532,Luis Susarrey,Luis Alberto Susarrey Flores,≤100
1583631301915573,Liborio Vidal,Liborio Vidal Aguilar,≤100
102625129494716,AMLigos de la Transformación,AMLigos de la Transformación,≤100
108816242204133,El Pueblo Bueno,El Pueblo Bueno,≤100
109583494796084,Veeleaf,These ads ran without a disclaimer,≤100
1894010420686938,La Lupa,lalupa.mx,≤100
122154061801959,Colectivo Mujeres Cabeza de Familia,Colectivo Mujeres Cabeza de Familia,≤100
104422492556187,Andrea Flores,Andrea Flores,≤100
103824522682236,Sigamos La Transformación,Sigamos La Transformación,≤100
196705420663884,Código Magenta,Código Magenta,≤100
109634395756375,Save the Children México,Save the Children México,≤100
108460405435270,Enbroncados,Enbroncados,≤100
106902489068662,Acción Morenista,AM 2023,≤100
101020182953667,ChidayChingon,ChidayChingon,≤100
108285588456412,Instituto Dasein Meraki,Instituto Dasein Meraki,≤100
107509487815279,Dedogmasyrenuncias,DE DOGMAS Y RENUNCIAS,≤100
235606900176440,Macronews,Macronews,≤100
101534482461321,VAMOS,Vamos Sonora,≤100
242650699230146,México va con Marcelo,México va con Marcelo,≤100
102255904996475,Geovanna Campos Vazquez,Geovanna Campos Vazquez,≤100
124168983922173,Axolotl,Axolotl,≤100
115592847024547,Iraís Reyes,Iraís Reyes,≤100
101962902859021,Diario Informe,Diario Informe,≤100
387796290649,GNP Seguros,GNP Seguros,≤100
109274195183155,La CDMX que soñamos,La CDMX que soñamos,≤100
581712335293495,Naturales Ain Spa.,These ads ran without a disclaimer,≤100
104932142559955,Femi-Nación,Femi-Nación,≤100
536886746673043,Jóvenes MX,Jóvenes MX,≤100
92465443899,Reporte Índigo,Capital Media,≤100
108738895343989,Capacitaciones en Línea de México,These ads ran without a disclaimer,≤100
164183347562623,Denuncia México,euthenics,≤100
102944568266680,Layin Silvet,Layin Silvet,≤100
133478060111915,Cemex Impacto Social,CEMEX México,≤100
592495347619799,Mi familia es primero,Mi familia es primero,≤100
320349101760473,Inboplast A.C.,Inboplast A.C.,≤100
1415691342026378,Fundación Carlos Slim,Fundación Carlos Slim,≤100
105848177845789,All Out en español,All Out,≤100
101643645307583,Espacio Político,Espacio Político,≤100
345995382241686,PODER 360,PODER 360,≤100
102138889507320,Rumores,Rumores,≤100
108691922194941,Convocatorias 2023B,Convocatorias 2023,≤100
167503723313631,Instituto Electoral de Michoacán,These ads ran without a disclaimer,≤100
114600024912815,Quehueche,Quehueche,≤100
107727682047392,XunMexicodeverdad,XunMexicodeverdad,≤100
102889662253183,Avanzada Nacional,Avanzada Nacional,≤100
101266862858593,Sinergia Medios Oficial,Sinergia Medios Oficial,≤100
106811552699981,Eduardo Rodriguez,Eduardo Rodriguez,≤100
103806281592298,Diario La Bufa,Diario La Bufa,≤100
102492928333364,Revista Forja,Revista Forja,≤100
116216726453585,Rigoberto Ramos Ordoñez,Rigoberto Ramos Ordoñez,≤100
364602665328,El Colegio de México - Colmex,"El Colegio de México, A.C.",≤100
2224502900946392,Diplomados UNAM- Congreso.,Diplomados UNAM- Congreso.,≤100
107915678385909,Harmon Instituto Internacional,These ads ran without a disclaimer,≤100
458859544909547,DICES,DICES,≤100
366287743992291,Dr. Javier Nares,Transgender Surgery,≤100
121578037510502,Planet Sport,Planet Sport,≤100
213693228664478,Cámara de Diputados - H. Congreso de la Unión,Camara de Diputados - H. congreso de la unión,≤100
1237469239731188,Mexico Times,Mexico Times,≤100
309520537353,Fondo Semillas,Fondo Semillas,≤100
2330030160374237,Balance 24,Balance 24,≤100
110280934495656,Código Nuevo León,Código Nuevo León,≤100
106763384981876,La Prensa Mx,La Prensa Mx,≤100
100623889069715,La Nota MX,La Nota MX,≤100
409800789114458,Antonio Pelón Cervera,Antonio Pelón Cervera,≤100
924215500923867,Lucy Meza,Lucy Meza,≤100
105824921306256,igualdades,IGUALDADES COMUNICACIÓN AC,≤100
432923167438353,Jorge Hernández Aguilera,Jorge Hernández Aguilera,≤100
106259855552233,libreriaelultimoencuentro,These ads ran without a disclaimer,≤100
102064256182105,Tianguis Noticias,Tianguis Noticias,≤100
108189298147669,Fundación Coppel,These ads ran without a disclaimer,≤100
109442648738841,Tu reporte MX,Tu reporte MX,≤100
381985873573,Partido de la Revolución Democrática PRD,Partido de la Revolución Democrática,≤100
160752503961,EMEEQUIS,EMEEQUIS,≤100
100156532534649,Academia de Ingles MX,These ads ran without a disclaimer,≤100
115772494772278,Plaza de Armas news,Plaza de Armas news,≤100
114889085297701,Ricardo Anaya Cortés,Ricardo Anaya Cortés,≤100
128048771106131,Polymetrix,Polymetrix,≤100
101128435630238,Química y Formulación,Química y Formulación,≤100
470671390339325,Politburó Digital Noticias,Politburó Digital,≤100
129605344564248,Adriana Candelario,Adriana Candelario,≤100
148649368616330,Pepe Chedraui,Pepe Chedraui,≤100
100982705132785,Centro Federal de Conciliación y Registro Laboral,Partners of the Americas,≤100
265521856950021,PT Nayarit,Partido Del Trabajo Nayarit,≤100
109575971718478,Hitzel Bernal,Hitzel Bernal,≤100
1989386697977287,Cristal Pelayo,Cristal Pelayo,≤100
