Page ID,Page name,Disclaimer,Amount spent (NOK)
14095969045,Fremskrittspartiet,Fremskrittspartiet,345
322525743444,Get Inspired,These ads ran without a disclaimer,126
20468812735,LO,LO,120
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,111
111345183340,Fagforbundet,Fagforbundet,≤100
135843375926,UNICEF Norge,UNICEF Norge,≤100
10953652930,Høyre,Høyre,≤100
275389322558295,LOs sommerpatrulje,LO,≤100
371106536283235,DAG OG TID,Dag og Tid AS,≤100
412013495658019,Aurland Senterparti,Aurland Senterparti,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
292545047480514,Vestland Arbeidarparti,Vestland Arbeidarparti,≤100
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,≤100
109076072177574,Stian Davies - fylkesordførerkandidat for Vestland Arbeidarparti,Vestland Arbeidarparti,≤100
11526489541,Senterpartiet,Senterpartiet,≤100
200168040392101,Hustadvika kommune,These ads ran without a disclaimer,≤100
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,≤100
189828081044593,MS-forbundet i Norge,Ms-forbundet,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
209002119140045,Luster Høgre,Luster Høgre,≤100
107005018213171,Heia Nord-Norge,Heia Nord-Norge AS,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
60540214886,Lederne,These ads ran without a disclaimer,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
412991556169510,Ole Hovengen,Ole Hovengen,≤100
57542291449,FFO - Funksjonshemmedes fellesorganisasjon,Funksjonshemmedes Fellesorganisasjon (FFO),≤100
136206693091663,Norges Fiskarlag,Norges Fiskarlag,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
125185750841432,LO Møre og Romsdal,LO,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
133640403364515,Næringsforeningen Haugalandet,Næringsforeningen Haugalandet,≤100
206510029407716,Møre og Romsdal Høyre,Møre og Romsdal Høyre,≤100
176175415825122,apotek.no,Apotekforeningen,≤100
10254410675,Venstre,Venstre,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
108203984145752,Kruse Larsen,Kruse Larsen,≤100
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,≤100
116313645108382,IFE - Institutt for energiteknikk,IFE - Institutt for energiteknikk,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
230808690265272,Drammen SV,Drammen SV,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
102203325950193,Ingvild Lemme Kristiansen,Stendi,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
179839425383047,Yrkestrafikkforbundet - YTF,Yrkestrafikkforbundet,≤100
163294213706703,Norsk Sjøoffisersforbund,Norsk Sjøoffisersforbund,≤100
426489054185232,Kristiansand Arbeiderparti,Kristiansand Arbeiderparti,≤100
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100
105939782037295,Altinget.no,Altinget AS,≤100
224521330900884,Bergen SV,Bergen SV,≤100
578043708953655,Alta Senterparti,These ads ran without a disclaimer,≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
112631767587663,Meninger24,Meninger24,≤100
115337815202380,Birkenes Høyre,Birkenes Høyre,≤100
112632125462357,Gjøvik og Toten Venstre,Gjøvik og Toten Venstre,≤100
307525272933,Humanist forlag,Humanist forlag,≤100
141683629314625,Fortidsminneforeningen,These ads ran without a disclaimer,≤100
120446271352301,Nord universitet,These ads ran without a disclaimer,≤100
730770907052378,Aurskog-Høland Senterparti,Aurskog-Høland Senterparti,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
675104515923877,Enebakk KrF,Enebakk KrF,≤100
1094736387315823,Ny Kurs Moss,Ny Kurs,≤100
117840771633607,Nittedal FrP,Fremskrittspartiet,≤100
91007335905,Aurskog-Høland Arbeiderparti,Akershus Arbeiderparti,≤100
393058950729323,Kulturdirektoratet,These ads ran without a disclaimer,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
118907661526276,Randaberg Arbeiderparti,Randaberg Arbeiderparti,≤100
217610311592724,Bærum Arbeiderparti,Bærum Arbeiderparti,≤100
374063182786402,Alvdal Senterparti,Alvdal Senterparti,≤100
7783116506,Animals Asia,These ads ran without a disclaimer,≤100
550751965021284,Success Resources,These ads ran without a disclaimer,≤100
185741612014,Nordisk Ministerråd og Nordisk Råd,These ads ran without a disclaimer,≤100
