Page ID,Page name,Disclaimer,Amount spent (SEK)
151159271594797,Systembolaget,Systembolaget,703
126567104406,Hyresgästföreningen,Hyresgästföreningen,657
109886133732943,RESCUE - Sverige,RESCUE - Sverige,528
608975645850217,Vattenfall,Vattenfall Sverige,452
440345132668081,UL,UL,427
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,417
369582590803,Dagens ETC,ETC-tidningarna,378
643137272398136,Sverige för UNHCR,Sverige för UNHCR,370
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,327
114526821939129,Arla,Arla,311
161213770567846,Operation Smile Sverige,Operation Smile Sverige,309
72659261793,Rädda Barnen,Rädda Barnen,265
382243262003,Plan International Sverige,Plan International Sverige,245
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),204
122074554119,EU Social,EU Social,194
162985227114132,Skellefteå Kraft,Skellefteå Kraft,181
111630258867610,Röda Korset,Röda Korset,157
95735961890,Greenpeace Sverige,Greenpeace Sverige,156
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,150
186513678039755,Fortum,Fortum Sverige,150
110752522319286,Volontärbyrån,Volontärbyrån,124
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,122
314872662206,Ekonomifakta,Ekonomifakta,112
42676805259,Diakonia,Diakonia,≤100
59324455950,UNICEF Sverige,UNICEF Sverige,≤100
110813562940,Vision,Vision,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
473986345974754,Njutafilms & Studio S (Bio),Njutafilms & Studio S (Bio),≤100
19746853632,Djurens Rätt,Djurens Rätt,≤100
195379633820701,Svenskt Kött,Svenskt Kött,≤100
1757191391203190,Proethos fond,Proethos AB,≤100
379686162129542,Svea Bank,Svea Ekonomi,≤100
219410318157271,Läkarmissionen,Läkarmissionen,≤100
153270724787,Amnesty International Sverige,Amnesty International Sverige,≤100
178362315106,European Parliament,European Parliament,≤100
890888971075662,Stockholm Exergi AB,Stockholm Exergi,≤100
279974638809211,Oxfam Sverige,Oxfam Sverige,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,≤100
809338299217333,Svenska Epoch Times,Svenska Epoch Times,≤100
1531320107133721,Syre,Dagens O2 AB,≤100
356032977210,Vi-skogen,Vi-skogen,≤100
