Page ID,Page name,Disclaimer,Amount spent (KES)
100835685957727,PRO PEACE KENYA,Brenda Kananu,≤100
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,≤100
100321965888531,Mrembo na Kazi,Samuel Mwangi,≤100
149686932284314,Wisley Rotich,Wisley Kipyegon Rotich,≤100
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,≤100
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,≤100
1692208237695305,Button Badges,George Kingori Warui,≤100
110973434544853,Nakuru City News,Samuel Mwangi,≤100
101743728562983,Kahawa Thungu,These ads ran without a disclaimer,≤100
1793544260969494,Hon. Cecily Mbarire MGH,Hon. Cecily Mbarire MGH,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
1621692424754301,Minderoo Foundation,These ads ran without a disclaimer,≤100
287842647957979,EU International Partnerships,These ads ran without a disclaimer,≤100
