Page ID,Page name,Disclaimer,Amount spent (JPY)
254413671325809,ちふれホールディングス株式会社,These ads ran without a disclaimer,3245
1904070096535109,スマート選挙,株式会社センキョ,1859
1754156291464249,Rakuten Kドリームス,These ads ran without a disclaimer,1670
112523977041775,参政党,参政党,1549
684161888345926,西日本新聞me,西日本新聞me,1434
108491485442354,下川たかひこ後援会,下川たかひこ後援会,419
475681929154100,国連UNHCR協会,国連UNHCR協会,321
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,305
208661552479830,日本財団,Shigeru Fujita,177
103914976352692,選挙ドットコム,イチニ株式会社,166
100410722642247,日立建機日本 / Hitachi CM Japan,These ads ran without a disclaimer,166
651801698258818,NewsTV,NewsTV,163
758057907561791,まんが王国,These ads ran without a disclaimer,161
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,104
270368192998908,世田谷区議会議員  あべ力也,阿部 力也,≤100
100251962938282,スピリチュアル心理,These ads ran without a disclaimer,≤100
1719080365015730,世界で活躍するセレブの通訳 坪田 充史,These ads ran without a disclaimer,≤100
151214938794853,ミエセン,ジャッグジャパン株式会社,≤100
115401431452465,有限会社野村書店,These ads ran without a disclaimer,≤100
107367904080878,VIVA-たいけん美じゅつ場-,NPO法人取手アートプロジェクトオフィス,≤100
101107304970782,まーしー＠つみたて兄さん,These ads ran without a disclaimer,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
105412039035833,ごちマル /Gochiso Marché,These ads ran without a disclaimer,≤100
1574213032824051,交通事故を検証する。,鶴田 敬治,≤100
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,≤100
259163764160829,FoE Japan,FoE Japan,≤100
881025135256351,Japan In-depth,Japan In-depth,≤100
107999885575092,suiju_uranai,These ads ran without a disclaimer,≤100
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,≤100
1931657160431977,税理士法人ネイチャー,These ads ran without a disclaimer,≤100
426981831471929,仙台市議会議員　田村勝,田村勝,≤100
123217824515511,牛見 航  /  山口県防府市議会議員,Wataru Ushimi,≤100
115247946520017,電波オークションを実現する会,Mitsumasa Kato,≤100
