Page ID,Page name,Disclaimer,Amount spent (PLN)
102931488739,Platforma Obywatelska,Platforma Obywatelska,373
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,289
654912251187357,Grupa PGE,Grupa PGE,244
108773418715778,Communication Media Center,Attention Marketing Sp. z o. o.,210
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,161
57544755889,Amnesty International Polska,Amnesty International Polska,150
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,122
999568213449974,"Niezależni PV - Fotowoltaika dla domu, firmy i rolnictwa",Łukasz Zbigniew Czerwiński,112
178362315106,European Parliament,European Parliament,101
1465965073732774,Łukasz Kohut,Łukasz Kohut,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,≤100
273827962690526,Otwarte Klatki,Otwarte Klatki,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
398575110474591,Krzysztof Gadowski - Poseł na Sejm RP,Biuro Poselskie Posła Krzysztofa Gadowskiego,≤100
113372450015901,Rafał Adamczyk - Zawsze z Wami,Rafał Marcin Skrzeczkowski,≤100
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,≤100
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,≤100
170090736374301,Tomasz Głogowski Poseł na Sejm RP,Tomasz Głogowski Poseł na Sejm RP,≤100
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),≤100
105636040979969,Polska 2050,Fundacja Polska Od Nowa,≤100
178415208919146,Solidarna Polska,Solidarna Polska,≤100
406758116099067,Fundacja Kasisi,Fundacja Kasisi,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
312204349288060,Mariusz Gosek,Mariusz Gosek,≤100
50063176484,TVN24,TVN,≤100
1002291976457575,Agnieszka Rupniewska,Agnieszka Małgorzata Rupniewska,≤100
142614625077,WWF Polska,WWF Polska,≤100
810523519336688,Śląskie Lokalnie - małe granty FIO,Klaster Innowacji Społecznych,≤100
100761801881011,Forum Miasteczek Polskich,Janusz Buzek,≤100
1477251852486946,Kosma Złotowski,Grupa Europejskich Konserwatystów i Reformatorów,≤100
475584852475176,Pozytron,Bartłomiej Jan Ginter,≤100
141706212510407,Dom Aniołów Stróżów,Stowarzyszenie Pomocy Dzieciom i Młodzieży „Dom Aniołów Stróżów”,≤100
108567461681538,"Polska Katolicka, nie Laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
1063990387008272,Centrum Życia i Rodziny,Centrum Życia i Rodziny,≤100
1578491772374130,Małopolska Organizacja Turystyczna,Małopolska Organizacja Turystyczna,≤100
145329992215815,Piotr Król,Piotr Marek Król,≤100
731347520270813,Kamil Żbikowski - Lepsze Zabrze,Kamil Piotr Żbikowski,≤100
108221088332541,Michał Staniszewski - Przewodniczący Rady Miejskiej w Bytomiu,Michał Staniszewski,≤100
514735281965536,Demagog,Demagog,≤100
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,≤100
173086948664,Infor.pl,Infor.pl,≤100
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,≤100
136884656519145,IOM Poland,International Organization for Migration,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
2133668426722843,Ośrodek Pomocy Osobom Pokrzywdzonym Przestępstwami,Klaster Innowacji Społecznych,≤100
110628809591185,Alan Wolny,Alan Wolny,≤100
621959344553367,DNA Rynków - merytorycznie o giełdach i gospodarkach,DNA Rynków,≤100
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,≤100
153679474688551,Wydawnictwo Fronda,Wydawnictwo Fronda,≤100
705102212897553,Effekt Katowice,EFFEKT Sp. z o.o.,≤100
109649700417909,Piotr Sak,Poseł na Sejm RP Piotr Sak,≤100
614275675366253,Marcin Krupa,Marcin Krupa,≤100
371981706755861,Kierunek na EKO,OS3 Sp. z o. o.,≤100
405326618416,Parlament Europejski - Biuro w Polsce,Parlament Europejski - Biuro w Polsce,≤100
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100
387124011444132,Wojciech Saługa Poseł na Sejm,Wojciech Saługa,≤100
