Page ID,Page name,Disclaimer,Amount spent (ZAR)
1482645265280695,amandla.mobi,amandla.mobi,1327
6011868110,Democratic Alliance,Democratic Alliance,670
110901495091012,Crtve Development,Crtve Development with Facebook Ad credits,510
195909420099,Solidariteit,Solidariteit,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
100149906713244,350 Africa,350 Africa,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
2145594122138312,Action Society,Action Society,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,≤100
136956534616,Times LIVE,TimesLIVE,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
1271402709601865,HEALA,HEALA,≤100
629021617133721,Judges Matter,Judges Matter,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
102268322635915,The Finance Daily,These ads ran without a disclaimer,≤100
1019691118063870,Traverse Le Goff MP,Traverse Le Goff MP,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
1517088885216557,AIG,These ads ran without a disclaimer,≤100
111679394767549,المشروع القومي لمشتقات البلازما,These ads ran without a disclaimer,≤100
110294097026972,D4F Games,These ads ran without a disclaimer,≤100
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100
463270330407009,Kasen Fitness,These ads ran without a disclaimer,≤100
