Page ID,Page name,Disclaimer,Amount spent (KES)
110408975208360,Talking about matters,Well Made Strategy LLP,144
101821255334402,HON. Machua Waithaka Kiambu MP,Tevin Muiruri,116
173516606349429,Hon Wavinya Ndeti,Wavinya Ndeti,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
412238482219683,Kambaland,Kambaland,≤100
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,≤100
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
108513282096683,Morara Kebaso Snr Counsel,These ads ran without a disclaimer,≤100
109549402049832,Hon. Doreen Korir,These ads ran without a disclaimer,≤100
107410862226340,Make Africa Great Again,These ads ran without a disclaimer,≤100
1673669186277733,Freeda,These ads ran without a disclaimer,≤100
