Page ID,Page name,Disclaimer,Amount spent (ZAR)
740116816003959,Western Cape Government,Western Cape Government,3669
107681864296588,Western Cape Gambling and Racing Board,Western Cape Gambling and Racing Board,1325
57206003848,Greenpeace Africa,Greenpeace Africa,704
144985128871748,City of Cape Town,Sanelisiwe Owethu Ntabeni,316
136956534616,Times LIVE,TimesLIVE,307
144985128871748,City of Cape Town,City of Cape Town,224
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,210
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,176
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,173
6011868110,Democratic Alliance,Democratic Alliance,172
113978755978036,DA Atlantic Seaboard Ward 54,Nicola Jowell,151
133307190069756,Amnesty International South Africa,Amnesty International South Africa,143
54779960819,United Nations,United Nations with Facebook Ad Credits,140
147301545821830,Vryheidsfront Plus Wes-Kaap / Freedom Front Plus Western Cape,Vryheidsfront Plus / Freedom Front Plus,139
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,115
2145594122138312,Action Society,Action Society,106
115495645204719,Whale Coast FM,John Mathew,101
106172744063430,The Daily Friend,The Daily Friend,≤100
581475018952196,Good,GOOD Political Party,≤100
107169379305548,TLU SA,TLU SA,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
509776189124128,Saving the Wild,These ads ran without a disclaimer,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
103278761413963,Empowering SA,Empowering SA,≤100
102765088210163,Action SA,ActionSA,≤100
138294163498584,Arena Events,Arena Holdings,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
748709935278469,Zelna Jansen Consultancy,Zelna Moira Jansen,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
311936835992045,Dear South Africa,DearSA,≤100
1018230624896572,Siyakwazi Youth Network,Hamlet Enrico Johannes,≤100
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100
614441158766955,Vote Dr Sipho P. Malapane 2024,Sipho Pienaar Malapane,≤100
110581751226230,Traveler Door - the 1000 page,These ads ran without a disclaimer,≤100
395097957880442,CFS • Circular Fashion System,These ads ran without a disclaimer,≤100
314687429173912,Traveler Door,These ads ran without a disclaimer,≤100
123492901131057,TechCabal,These ads ran without a disclaimer,≤100
136235250405370,The Fashion Ball,These ads ran without a disclaimer,≤100
1556481434584901,Paul Xavier,These ads ran without a disclaimer,≤100
101812251815461,Traveler Door - Magazine,These ads ran without a disclaimer,≤100
7975984239,Desiring God,These ads ran without a disclaimer,≤100
