Page ID,Page name,Disclaimer,Amount spent (BRL)
301774903545521,Brasil Paralelo,Brasil Paralelo,429
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",358
110972683845381,Conta Bemol,Bemol Serviços Financeiros,190
102275945221840,Portal Tucumã,Portal Tucumã,181
263563620333111,Eduardo Braga,Carlos Braga,173
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,169
348704312899125,foconofato,FOCO NO FATO,154
489383607761535,Sidney Leite,Sidney Leite,131
108258263887995,Débora Menezes,Debora S. de Menezes,110
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100
538984582880293,Wilker Barreto,Wilker Barreto,≤100
1127498110791820,EducaMídia,EducaMídia com créditos para anúncios do Facebook,≤100
109770755848061,Suzano,Suzano SA,≤100
105806795144292,EducaMídia 60+,EducaMídia 60+ com créditos para anúncios do Facebook,≤100
232264546798998,Portal do Marcos Santos,Portal Marcos Santos,≤100
102186934852708,Os 3 Poderes,G L DA C CRUZ DE CASTRO,≤100
459077604164390,Radar Amazônico,Radar Amazônico,≤100
302254110116330,Lissandro Breval,Lissandro Santiago,≤100
128802790469337,Todos Pela Educação,Todos Pela Educação,≤100
333720355130,Petrobras,Petrobras,≤100
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,≤100
111006700550820,Cenarium Amazônia,CENARIUM AGENCIA DE NOTICIAS EIRELI,≤100
2234124306838167,João Carlos Mello,JOÃO CARLOS DOS SANTOS MELO,≤100
100583128162780,Polícia 24h AM,mb marketing comunicação e eventos,≤100
198849783539777,Buscofem,Buscofem,≤100
115230991849922,O Globo,Editora Globo,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
178288385546977,Informe Manaus - Deixando tudo a um clique de distância,Interativa Serviços de Marketing Ltda,≤100
239977579362882,Blue3,Blue3 Investimentos,≤100
554540954593203,Raízen,These ads ran without a disclaimer,≤100
101362682748232,Marilia Dicas,These ads ran without a disclaimer,≤100
2209636419286152,Elismar Prado,Elismar Prado,≤100
112759093476886,Portal Manaós,Fabricio Alexandre Aguiar,≤100
2259559384365213,O Convergente,Fabricio Alexandre Aguiar,≤100
197587446941661,Valor Econômico,Editora Globo,≤100
285717455335990,Ministério da Cidadania,These ads ran without a disclaimer,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
298361373997050,Ernando Santana,Ernando Figueira Santana Filho,≤100
483630874998954,Mauro Mendes,Mauro Mendes Ferreira,≤100
309818748984,Prefeitura de Manaus,These ads ran without a disclaimer,≤100
275181425967272,Olavo de Carvalho,CAMARGO & CARVALHO TECNOLOGIA DA INFORMACAO LTDA,≤100
151260302280362,Comun - Opinião e Notícia,Malbi,≤100
107925254152455,Redação Amazônia,REDAÇÃO AMAZÔNIA,≤100
107796345194452,Portal Amazonas Virtual,Interativa Serviços de Marketing Ltda,≤100
515091562329123,Capitão Carpê Andrade,FRANCISCO CARPEGIANE VERAS DE ANDRADE,≤100
103586255620966,Portal O Judiciário,Interativa Serviços de Marketing Ltda,≤100
197698930267127,Alana,Instituto Alana,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
165175370206522,Citi Brasil,These ads ran without a disclaimer,≤100
104738421003389,InvestNews BR,Easynvest,≤100
172444996112900,Fundo Brasil,Fundo Brasil,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
193640871262,CLAUDIA Online,Kauira Grillo,≤100
291969064306588,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,≤100
425215080864180,Pfizer Brasil,Pfizer,≤100
