Page ID,Page name,Disclaimer,Amount spent (ZAR)
6011868110,Democratic Alliance,Democratic Alliance,118
133307190069756,Amnesty International South Africa,Amnesty International South Africa,115
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,107
102516258668317,Siza Water,Fahim N Farzanah Dawood,102
106172744063430,The Daily Friend,The Daily Friend,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
740116816003959,Western Cape Government,Western Cape Government,≤100
102765088210163,Action SA,ActionSA,≤100
2145594122138312,Action Society,Action Society,≤100
107169379305548,TLU SA,TLU SA,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
17973644177,Global Peace Foundation,These ads ran without a disclaimer,≤100
492984144218541,Morning Worship Moment,These ads ran without a disclaimer,≤100
148049779395307,Ukrainian Institute - Український інститут,These ads ran without a disclaimer,≤100
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100
108993827621441,Blak Thoughtz,These ads ran without a disclaimer,≤100
