Page ID,Page name,Disclaimer,Amount spent (ILS)
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,537
205264926753225,רוני בלקין Roni Belkin,רוני בלקין,408
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",346
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,337
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,307
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",305
102371638090830,רדיקל,רדיקל - בית לרעיונות,302
1073548259341247,לובי 99,לובי 99,256
104743111658191,Ron Ben Shushan,רון בן שושן,254
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,221
109708842392860,מרכז השלטון המקומי בישראל,מרכז השלטון המקומי בישראל,183
256546887847232,עיריית רמת גן,עיריית רמת גן,183
204780362875106,מקור ראשון,מקור ראשון,168
356859544473040,קירות שקופים,רועי שפרניק,153
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,150
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,143
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,142
604890186681585,מור ויצמן,Mor Weitzman,141
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,140
100978407934166,תנועה ישראלית,Israeli Movement,136
101600712771452,ענבל חרמוני,ענבל חרמוני,136
468634849844348,עיריית אור יהודה,עיריית אור יהודה,120
558702227875758,רוני רימון,רוני רימון,114
100301088671913,Tal Hershkovitz,Tal Hershkovitz,112
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,107
172654247853282,Shenhav musanbar,Shenhav Musanbar,106
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,104
100614131548339,עמוס שפירא - ראש אחר לתל אביב-יפו,Amos Shapira,104
361464970647064,זהר בלום,זהר בלום,104
1662907067255622,איגוד הגז הטבעי,Unik,≤100
676336439165235,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,≤100
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,≤100
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",≤100
767262423350854,פורום הדיור הציבורי,Danny Gigi,≤100
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,≤100
105506525748003,המדרשה הישראלית,המדרשה הישראלית,≤100
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,≤100
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,≤100
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,≤100
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",≤100
250947744954005,התנועה הקיבוצית,התנועה הקיבוצית,≤100
174138752627879,עצומה,עצומה,≤100
147314178787332,אלי יריב - Eli Yariv,אלי יריב,≤100
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,≤100
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,≤100
1822651321364643,121 - מנוע לשינוי חברתי,121 - מנוע לשינוי חברתי,≤100
103105742291121,ארנון בר-דוד  יו״ר ההסתדרות הכללית החדשה,עוגנים,≤100
281651925267113,ארגון סגל ההוראה והמחקר באוניברסיטת תל אביב,ארגון סגל ההוראה והמחקר באוניברסיטת תל אביב,≤100
107110828789769,רוני בריק,רוני בריק,≤100
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",≤100
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,≤100
1197610913585169,אורנה ברביבאי - Orna Barbivay,אורנה ברביבאי - Orna Barbivay,≤100
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,≤100
1506163609667780,שקוף - גוף התקשורת של הציבור,שקוף,≤100
153028785566305,Parents Against Child Detention הורים נגד מעצרי ילדים,Parents Against Child Detention הורים נגד מעצרי ילדים,≤100
424140048151593,אזרחים ותיקים - חולון,אזרחים ותיקים - חולון,≤100
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,≤100
108787681841168,רישיון נשק בקליק,Michael Michel Levi,≤100
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,≤100
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,≤100
206692749419285,עיריית ראשון לציון,Debby&Ron LTD,≤100
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,≤100
500238833397356,ציפי ברנד,ציפי ברנד,≤100
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",≤100
533100153535400,الهستدروت الجديدة,الهستدروت الجديدة,≤100
124894077550811,ישראל חופשית,ישראל חופשית,≤100
127051591330773,גיא קלנר - הדף הציבורי,גיא קלנר,≤100
139320722917886,מרכז יצחק רבין,מרכז יצחק רבין,≤100
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ,≤100
171506896314198,מיטל להבי - Meital Lehavi,מיטל להבי,≤100
340069009019,ice אייס,ice אייס,≤100
108449188226947,עילם הבית של המוסיקאים,עילם,≤100
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",≤100
111190045048487,אומיד עודד סולימני - שמאי מקרקעין,These ads ran without a disclaimer,≤100
103907495935157,צו חירום,צו חירום,≤100
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,≤100
1678753882355496,איגוד העובדות והעובדים הסוציאליים,איגוד העובדות והעובדים הסוציאליים,≤100
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,≤100
104222621115858,הביטחוניסטים,הביטחוניסטים,≤100
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",≤100
849824028408565,תנועת אם תרצו,תנועת אם תרצו,≤100
501512673192146,Авигдор Либерман,ישראל ביתנו,≤100
248660961864475,שחרית | سحرية | Shaharit,שחרית | سحرية | Shaharit,≤100
169056346924201,פנימה,פנימה,≤100
103851895179872,אמהות לביאות,Nataly Milner,≤100
190496434307366,חירייה | המרכז לחינוך סביבתי | Hiriya,חירייה - המרכז לחינוך סביבתי,≤100
994811120638154,כרם נבות كرم نابوت,כרם נבות كرم نابوت,≤100
666263786873603,Kerem Navot - Naboth’s Vineyard,Kerem Navot - Naboth’s Vineyard,≤100
2036461326389031,Nir A. Cohen,Nir A. Cohen,≤100
212508465430143,מען ארגון עובדים  معًا - نقابة عمالية MAAN Workers Association,WAC-MAAN,≤100
112791015410812,Danny Danon - דני דנון,Danny Danon - דני דנון,≤100
698427173532872,חופות - מבית השגחה פרטית,חופות,≤100
284842737603,Yesh Din  ييش دين  יש דין,יש דין ארגון מתנדבים לזכויות אדם,≤100
139922199493073,גבעת חביבה چڤعات حبيبة,גבעת חביבה چڤعات حبيبة,≤100
574030775948002,Ohr Torah Stone - אור תורה סטון,Ohr Torah Stone - אור תורה סטון,≤100
2024003551147460,החופש לבחור - בראשות איל פביאן,Eyal Fabian,≤100
1230703323658792,מרכזים לצדק חברתי,מרכזים לצדק חברתי,≤100
103183301914371,כוח של אמא,Nataly Milner,≤100
103459003107598,ארגון העיתונאים והעיתונאיות בישראל,ארגון העיתונאים והעיתונאיות בישראל,≤100
104783631865965,תלם,קרן ברל כצנלסון,≤100
1443071125939789,שיחה מקומית,שיחה מקומית,≤100
111604720373428,הפורום הישראלי למשפט וחירות,הפורום הישראלי למשפט וחירות,≤100
126099790738165,אנימלס,אנימלס,≤100
110897178941008,מרכז אדוה,מרכז אדוה,≤100
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,≤100
101189288896863,לבבי - דפיברילטור להצלת חיים מדום לב בבית,לבבי,≤100
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,≤100
273512049367435,האגודה למען הלהטב בישראל,האגודה למען הלהטב בישראל,≤100
103318245674813,שווה בשווה- ikuli kuli,עולים ביחד,≤100
877405719007268,מכון ארגמן ללימודים שמרניים,מכון ארגמן,≤100
563018707177711,בידינו - למען הר הבית Beyadenu - Returning to the Temple Mount,בידינו - למען הר הבית Beyadenu - Returning to the Temple Mount,≤100
101239494734728,מאבק קליניאיות התקשורת והמרפאות בעיסוק,האגודה הישראלית של קלינאי התקשורת,≤100
107114480630055,מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה,מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה,≤100
