Page ID,Page name,Disclaimer,Amount spent (ILS)
103907495935157,צו חירום,צו חירום,1662
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,1484
113172981678041,הביתה,הביתה,892
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,386
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,339
168898066479983,עיריית עכו,עיריית עכו,218
266097474067652,בני גנץ - Benny Gantz,מפלגת כחול לבן,210
107217383988190,מגזין אפוק,Epoch Magazine,192
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,166
100570949591846,שניר פרידמן - לראשות מועצה אזורית הגלבוע,שניר פרידמן,165
482975571739120,ארגון המורים העל-יסודיים,ארגון המורים העל-יסודיים,159
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,120
2087629251480875,רונן מרלי - Ronen Marelly,רונן מרלי - Ronen Marelly,114
1073548259341247,לובי 99,לובי 99,108
154698021323966,יוזמות אברהם  مبادرات  ابراهيم,יוזמות אברהם مبادرات ابراهيم,≤100
204780362875106,מקור ראשון,מקור ראשון,≤100
533100153535400,الهستدروت الجديدة,الهستدروت الجديدة,≤100
116311335054069,My Israel | ישראל שלי,My Israel | ישראל שלי,≤100
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,≤100
104016161489936,Israel siton,Israel Siton,≤100
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,≤100
1921160331531297,Act. تغيير اعلامي,סיכוי אופוק - سيكوي أفق,≤100
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,≤100
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,≤100
914741188600735,עומדים ביחד نقف معًا,עומדים ביחד نقف معًا,≤100
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,≤100
101499376186375,עפרי רביב,עפרי רביב,≤100
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,≤100
250947744954005,התנועה הקיבוצית,התנועה הקיבוצית,≤100
106136394376777,Idan Yakov,Rama Yarimi,≤100
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,Michal Even,≤100
108787681841168,רישיון נשק בקליק,Michael Michel Levi,≤100
100663859328863,עופרי סיידה,עופרי סיידה,≤100
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,≤100
105744449044010,Алон Азулай,Алон Азулай,≤100
102684482764860,داني عطار لرئاسة المجلس الإقليمي جلبوع,Daniel Atar,≤100
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",≤100
554308731366675,محامون من أجل إدارة سليمة - Lawyers for Good Governance,lawyers for good governance,≤100
433529446712013,Ayman Odeh - أيمن عودة,Ayman Odeh - أيمن عودة,≤100
129851697143493,"עמותת ליל""ך-לחיות ולמות בכבוד",Lilach - The Israeli Society to Live and Die With Dignity,≤100
104743111658191,Ron Ben Shushan,רון בן שושן,≤100
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,≤100
109523830757998,דמוקרטtv,דרכנו,≤100
179266922268816,שלמה מליחי - Shlomo Malihi,שלמה מליחי,≤100
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,≤100
150003831696805,Tsofen  تسوفن   צופן,Tsofen تسوفن צופן,≤100
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,≤100
604890186681585,מור ויצמן,Mor Weitzman,≤100
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,≤100
203379449685023,לוחמים לשלום,לוחמים לשלום,≤100
210968782252395,פתחון לב,פתחון לב,≤100
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",≤100
224993517556428,Da'am Party - מפלגת דעם - حزب دعم,Da'am Party - מפלגת דעם - حزب دعم,≤100
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,≤100
164934630690102,החברה לפיתוח הגליל,"פיתוח הגליל- מג""ע",≤100
501512673192146,Авигдор Либерман,ישראל ביתנו,≤100
108193468503992,הסיטונים,Israel Siton,≤100
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,≤100
172654247853282,Shenhav musanbar,Shenhav Musanbar,≤100
114337291577655,البقيعة بيتنا- جميل خير,Jameel Khair,≤100
106895605678077,מחאת המילואימניקים,מילואימניקים,≤100
502582240109636,שומרי הבית,שומרי הבית,≤100
599453993544831,نساء ضد العنف  Women Against Violence,Women Against Violence,≤100
767262423350854,פורום הדיור הציבורי,Danny Gigi,≤100
160178307760913,מחזקים,מחזקים,≤100
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's way,≤100
110666185245278,יעלה - מעלים את מגידו על המסלול,יעלה לוי,≤100
575042382839057,Nissim Vaturi - ניסים ואטורי,ניסּים ואטורי,≤100
