Page ID,Page name,Disclaimer,Amount spent (GTQ)
331961940541181,Partido Victoria,Partido Político Victoria,≤100
103100369170392,UNE Sacatepéquez -oficial-,UNE Sacatepéquez -oficial-,≤100
110582257361172,Partido Azul,Partido Azul,≤100
100169482992019,Sebastián Arzú,Sebastián Arzú,≤100
108690811775877,Adrián G. Morales,Adrián G. Morales,≤100
142373979127061,Partido Unionista,Partido Unionista,≤100
101247925714787,Partido Azul Jutiapa,Partido Azul Jutiapa,≤100
643513979193133,Unidos por Beatriz,Neuma,≤100
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100
110686825186521,Gualán nos UNE,Gualán nos UNE,≤100
114038507446590,CABAL Chiquimula,Belia Juana Yulissa Peralta Peralta,≤100
119057720784594,El Búho,El Búho,≤100
112086655128494,Danilo Mazariegos,Dilan Daniel,≤100
1298187670312491,CABAL Departamento de Guatemala,CABAL Departamento de Guatemala,≤100
1677400702539198,Byron Rodríguez Palacios,Byron Rodríguez Palacios,≤100
142556265766634,Guatemala Visible,Guatemala Visible,≤100
106093415765175,Global Noticias,Natalia Pinzon Hernandez,≤100
107863295209347,Chapines  en USA. GT,These ads ran without a disclaimer,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
281554395331686,República,"Republica GT, S.A.",≤100
