Page ID,Page name,Disclaimer,Amount spent (BAM)
102073756226855,Asim Aljić za gradonačelnika Živinica,Aljic Asim,291
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
162926690478548,Oslobodjenje,Oslobodjenje,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
109652028193268,Revizije info,Revizije info,≤100
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100
1071482199569006,Уједињена Српска - Ujedinjena Srpska,Ujedinjena Srpska,≤100
184286258994892,Др Ненад Стевандић,Ujedinjena Srpska,≤100
105372318994911,Ezrema Boškailo,Ezrema Boškailo,≤100
1637100656579044,Began Muhić - v.d. gradonačelnika Živinica,Began Muhić - v.d. gradonačelnika Živinica,≤100
147315858633088,Istinomjer,Istinomjer,≤100
106460785543001,Business Ombudsman Initiative in BiH,West East Forum for Ethics and Compliance,≤100
1473660889517303,Irfan Čengić,Irfan Cengic,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
104992122558073,Valter.Portal,Valter.Portal,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100
104428129315361,Hajrudin Kozarević - Kandidat za gradonačelnika grada Živinice,SDP Zivinice,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
657947331038785,Toni Vukadin,Toni Vukadin,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
102437165128755,Anel Ibeljić,Anel Ibeljic,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,≤100
585772551567679,Perspektiva,Perspektiva,≤100
100291101730616,Jasmin Ademović,Jasmin Ademovic,≤100
100733242113653,Porodice 3 plus,Porodice 3 plus,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
355842527772954,Dragan Primorac,These ads ran without a disclaimer,≤100
968019463291751,Arnel Isak,DEV DOT,≤100
114256413714270,Da se ne ponovi maj 2014.,Da se ne ponovi maj 2014.,≤100
106099145362821,Goražde bez pesticida,Harun  Bešlija,≤100
1676047195961611,Impuls,"Udruženje građana ""Impuls""",≤100
102667249419191,GenChange,Arijana Trle,≤100
163080080447411,Републичка странка Српске,Републичка странка Српске,≤100
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100
133098676736404,Ramo Isak,DEVDOT S.D.,≤100
196189887094436,Reset DOC Dialogues on Civilizations,These ads ran without a disclaimer,≤100
435272526866135,North American Kurdish Alliance - NAKA,These ads ran without a disclaimer,≤100
2148421271917226,Nedim Salihagić,Salihagić Nedim,≤100
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Filip Lučić,≤100
151296002169571,Jelena Trivic,Jelena Trivic,≤100
740954555997446,SDA Jablanica,SDA Jablanica,≤100
109420188426263,VIDA,These ads ran without a disclaimer,≤100
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100
