Page ID,Page name,Disclaimer,Amount spent (CRC)
118971778191074,Partido Liberación Nacional,Partido Liberación Nacional,2724
117702158266385,Antonio Álvarez Desanti,Antonio Álvarez Desanti,2179
123191400766960,Incubadora +Cr,+Costa Rica,488
2003811319668592,Partido Unidos Podemos - Parrita,Partido Unidos Podemos - Parrita,358
102084562479533,Digital506,Digital506,≤100
101955851918321,Alcaldía de Alajuela,Alcaldía de Alajuela,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
269896979745792,Programa Estado de la Nación,Programa Estado de la Nación,≤100
100508562815254,Juan Diego González Picado,Juan Diego González Picado,≤100
100305849167750,Born To Know,These ads ran without a disclaimer,≤100
182652761279,Fracción Liberación,Fracción Liberación,≤100
316056528999754,Periodistas x el planeta,These ads ran without a disclaimer,≤100
116603861327799,alex_sa.c,These ads ran without a disclaimer,≤100
