Page ID,Page name,Disclaimer,Amount spent (CZK)
176688316811,Vodafone CZ,Vodafone Czech Republic a.s.,≤100
111041662264882,ČSSD,ČSSD,≤100
251656685576,KDU-ČSL,KDU-ČSL,≤100
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,≤100
460558621177512,Zálohujme.cz,Zálohujme,≤100
52479821102,Týdeník Respekt,Týdeník Respekt,≤100
659449664121948,Kärcher Home & Garden,These ads ran without a disclaimer,≤100
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,≤100
137301989386,Aktuálně.cz,Aktuálně.cz,≤100
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",≤100
55408246161,Amnesty International ČR,Amnesty International ČR,≤100
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,≤100
139379141293,Paměť národa,"Post Bellum, z.ú.",≤100
284944781875,EURACTIV.cz,EURACTIV.cz,≤100
102620981865843,Jana Skopalíková - radní pro životní prostředí a zemědělství,Jana Skopalíková - radní pro životní prostředí a zemědělství,≤100
356451014434612,Marian Jurečka,KDU-ČSL,≤100
108973609370,Linka bezpečí,Linka bezpečí,≤100
609246842426009,Rekonstrukce státu,Rekonstrukce státu,≤100
437293906329369,SnadnaMaturita.cz,SnadnaMaturita.cz,≤100
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,≤100
90002267161,TOP 09,TOP 09,≤100
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,≤100
711658465662315,XTV,XTV,≤100
113743658978459,Meltingpot,Meltingpot,≤100
107341405343516,Mise Ukrajina,Mise Ukrajina,≤100
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",≤100
104398128891546,Jan Hrušovský,Jan Hrušovský,≤100
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,≤100
545254525495201,Pravý břeh - Institut Petra Fialy,"Pravý břeh, z.s.",≤100
299124538476,Zachraňme lesy,Hnutí DUHA - Přátelé Země Česká republika,≤100
178362315106,European Parliament,European Parliament,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
