Page ID,Page name,Disclaimer,Amount spent (KES)
101460842681784,TRT Afrika,These ads ran without a disclaimer,104
100835685957727,PRO PEACE KENYA,Brenda Kananu,≤100
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,≤100
149686932284314,Wisley Rotich,Wisley Kipyegon Rotich,≤100
1692208237695305,Button Badges,George Kingori Warui,≤100
1793544260969494,Hon. Cecily Mbarire MGH,Hon. Cecily Mbarire MGH,≤100
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,≤100
484917995035641,"Dtr Owiti Owayo,FDR","Dtr Owiti Owayo,FDR",≤100
111686968251066,Innocent Elizabeth,These ads ran without a disclaimer,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
106404915608215,Keysharacel Sidi,These ads ran without a disclaimer,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
423609701387941,Peachbruh,These ads ran without a disclaimer,≤100
176003385808434,Médecins Sans Frontières/ Doctors Without Borders (MSF),These ads ran without a disclaimer,≤100
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100
