Page ID,Page name,Disclaimer,Amount spent (PLN)
371359310400318,Janusz Kowalski,Janusz Kowalski,152
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),≤100
480747299096034,Sławomir Batko - Radny Miasta Opola,Sławomir Batko - Radny Miasta Opola,≤100
100947022065093,Okresowa Koalicja,Okresowa Koalicja,≤100
100856019466822,Centrum Zielonej Transformacji OPOLE,Zakład Komunalny Opole sp. z o.o.,≤100
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,≤100
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,≤100
178362315106,European Parliament,European Parliament,≤100
102931488739,Platforma Obywatelska,Platforma Obywatelska,≤100
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,≤100
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
107750507339408,Bart Staszewski,Fundacja Basta,≤100
257593184447834,Władysław Kosiniak-Kamysz,Władysław Kosiniak-Kamysz,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
195947557131612,Fundacja Avalon,Fundacja Avalon,≤100
110628809591185,Alan Wolny,Alan Wolny,≤100
1465965073732774,Łukasz Kohut,Łukasz Kohut,≤100
578864425792499,Ośrodek Monitorowania Antypolonizmu,Fundacja Ośrodek Monitorowania Antypolonizmu,≤100
32104614789,Greenpeace Polska,Greenpeace Polska,≤100
391098174296294,Super Express,se.pl,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,≤100
386427264881621,Wojciech Komarzyński - Radny Brzegu,Wojciech Komarzyński - Radny Brzegu,≤100
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,≤100
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,≤100
178415208919146,Suwerenna Polska,Solidarna Polska,≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,≤100
142361819657439,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,≤100
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,≤100
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
1496359750659795,Michał Wójcik,Michał Wójcik,≤100
940058816041174,Federacja Przedsiębiorców Polskich,Federacja Przedsiębiorców Polskich,≤100
104873974773853,rePETujemy,Repetujemy,≤100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,≤100
111044620802992,Wacław Grabiec,Wacław Grabiec,≤100
514735281965536,Demagog,Stowarzyszenie Demagog,≤100
814991668621838,Norbert Kaczmarczyk,Norbert Kaczmarczyk,≤100
573994789747274,Janka Ochojska,Biuro Posłanki do Parlamentu Europejskiego Janiny Ochojskiej – Okońskiej,≤100
340765409708087,Ryszard Madziar,Ryszard Madziar,≤100
173086948664,Infor.pl,Infor.pl,≤100
108567461681538,"Polska Katolicka, nie laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
406758116099067,Fundacja Kasisi,Fundacja Kasisi,≤100
199877710116314,Patryk Jaki,Patryk Jaki,≤100
100530692579091,Forum Bezpieczeństwa,Forum Bezpieczeństwa,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,≤100
203627442993022,Portal Oświatowy,Wiedza i Praktyka,≤100
105039892358886,FURPO - Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,≤100
292514454554454,Cartrack Polska,Cartrack Polska,≤100
1425264934431305,Polski Instytut Księgowości,Polski Instytut Księgowości,≤100
106708966025605,Wydawnictwo W.A.B.,Grupa Wydawnicza Foksal,≤100
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,≤100
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,≤100
2320275388297228,Marcin Romanowski,Marcin Romanowski,≤100
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100
258394024199313,Centrum Mieroszewskiego,Centrum Dialogu im. Juliusza Mieroszewskiego,≤100
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,≤100
133482470024453,Newsweek Polska,Newsweek Polska,≤100
111275624780972,Erase Indifference,Erase Indifference,≤100
286243508135957,Solidarna Polska - Nowe Pokolenie,Solidarna Polska,≤100
181020632309,Wydawnictwo Znak,Wydawnictwo Znak,≤100
276860619087002,Sylwester Tułajew,Sylwester Tułajew,≤100
429506290917644,Toyota - fabryka w Jelczu,Toyota - fabryka w Jelczu,≤100
245931812144589,Towarzystwo Edukacji Antydyskryminacyjnej,Towarzystwo Edukacji Antydyskryminacyjnej,≤100
102577288350341,Super Biznes,se.pl,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
108887131372926,Fundacja Nowej Wspólnoty,Fundacja Nowej Wspólnoty,≤100
176114889652,Kancelaria Premiera,Kancelaria Premiera,≤100
424950454257785,Kampania Prawdy,Kampania Prawdy,≤100
101185701666967,Stop Milczeniu - stop pedofilii w kościele,Stop Milczeniu,≤100
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,≤100
145481822175715,Otodom,Grupa OLX sp. z o.o.,≤100
959387840744974,Bezpartyjni Samorządowcy,Ogólnopolska Federacja Bezpartyjni i Samorządowcy,≤100
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,≤100
352969621437965,Magna Polonia,Fundacja Magna Polonia,≤100
1756392918011290,Poleco - Targi Ochrony Środowiska,Grupa MTP,≤100
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,≤100
1683534065241470,OKO.press,OKO.press,≤100
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",≤100
190536713845,Fundacja JiM,Fundacja JiM,≤100
1052302484796466,Axpo Polska,Axpo Polska Sp. z o.o.,≤100
143951191449,Profinfo.pl,Wolters Kluwer PL,≤100
320289978035326,Poradnik Zdrowie,Poradnik Zdrowie,≤100
112123064602862,Szczeliny,Wydawnictwo Otwarte sp. z o.o.,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
111536078074010,Strefa Logopedy,Wiedza i Praktyka,≤100
194585893914848,Fundacja Rozwoju Demokracji Lokalnej,Fundacja Rozwoju Demokracji Lokalnej,≤100
106552182752379,Fortum Polska,Fortum Power and Heat Polska Sp. z o.o.,≤100
172298576634819,Sebastian Luty – Fundacja Avalon,Fundacja Avalon,≤100
621959344553367,DNA Rynków - merytorycznie o giełdach i gospodarkach,DNA Rynków,≤100
990533821012595,Nierealnie,Nierealnie.pl,≤100
