Page ID,Page name,Disclaimer,Amount spent (BRL)
301774903545521,Brasil Paralelo,Brasil Paralelo,1802
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,948
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,345
159103797542,Greenpeace Brasil,Greenpeace Brasil,259
145608108896911,Frente Parlamentar da Agropecuária - FPA,Instituto Pensar Agropecuária,241
101189854802059,Revista Oeste,Revista Oeste,167
112830251033781,Tiger,GRUPO HEINEKEN,122
102885669040720,Blog Politicamente,Blog Politicamente,112
106558185227603,BP Select,Brasil Paralelo Entretenimento e Educação S/A,106
171169022896525,Guaraná Antarctica,Ambev,≤100
225530987783302,Câmara Municipal de Foz do Iguaçu,Trade Comunicação e Marketing Eireli,≤100
465235726843103,Ambev,Ambev,≤100
201044363357878,Aliel Machado,Aliel Machado,≤100
813615022023685,Marcio Nunes,Marcio Fernando Nunes,≤100
109918909035681,Cerveja Brahma Oficial,Ambev,≤100
1977144492578298,Bruno Secco,Bruno Secco Souza,≤100
104738421003389,InvestNews BR,Easynvest,≤100
1061862380519257,NOVO Paraná,NOVO Paraná,≤100
365261416833783,SOMAR - Grupo Educacional,Edilson Luis Carneiro Baggio,≤100
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,≤100
228909183838663,Fundação Demócrito Rocha,Ismael Pereira Da Costa,≤100
566330050152679,Vereador Alex Purkote,Alex Purkote,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
177115472342855,Nelsinho Padovani,Nelsinho Padovani,≤100
129296464237962,Prefeitura de Ourinhos,Prefeitura de Ourinhos,≤100
108817465317741,Camila Dias,These ads ran without a disclaimer,≤100
109226467222782,Brasil Sem Medo,Brasil Sem Medo,≤100
116194285180782,Deputado Reichembach,Deputado Reichembach,≤100
914507925285700,Tiago Correa - Vereador,Noticia Verificada,≤100
113165042099382,Brasil 61,Brasil 61,≤100
101714635665855,Quarto Poder Paraná,Quarto Poder PR,≤100
1706235726300831,Geraldo Stocco,Geraldo Stocco,≤100
982184008593453,Vereadora Olinda Fiorentin,Olinda Fiorentin,≤100
258088921369,TOTVS,TOTVS,≤100
110225312350543,Nova Escola,Associação Nova Escola,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
326043511188824,Folha do Valle,Ednilson Wolkning,≤100
330151147049122,Edilson Mougenot Bonfim,These ads ran without a disclaimer,≤100
661696887366386,Bom Credito Promotora,These ads ran without a disclaimer,≤100
114466848198702,Brasil News,Francine De Almeida Viana Pereira,≤100
333720355130,Petrobras,Petrobras,≤100
100708331381368,Lauro Junior,Lauro Junior,≤100
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
156499414480143,Enio Verri,Enio Verri,≤100
1882831498509446,Eliel Correa,Eliel Correa,≤100
1476689512570106,Deputado Evandro Araújo,Evandro José da Cruz Araújo,≤100
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
413011692237672,Coronel Nilson Bezerra,These ads ran without a disclaimer,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
1578235319127195,Seiko Brasil,ORIENT RELOGIOS DA AMAZONIA LTDA,≤100
1193771614031718,Prefeitura de São João do Triunfo,PREFEITURA MUNICIPAL DE SAO JOAO DO TRIUNFO,≤100
139007399495933,Fundação SOS Mata Atlântica,FUNDACAO S.O.S. PRO-MATA ATLANTICA,≤100
131030111692902,Cirion Brasil,Cirion Brasil,≤100
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,≤100
108527900910107,Prefeito Gerson Marcato e Vice Jean Carlos - Jaguapitã,Gerson Marcato,≤100
109272165397476,Gerson Aragao,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
301814029885718,Deputado Toninho Wandscheer,Deputado Toninho Wandscheer,≤100
420272671479041,Do Carmo,Do Carmo Deputado Estadual,≤100
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,≤100
1124473760957316,FS Fueling Sustainability,FS Fueling Sustainability,≤100
403991616637353,MEU TUDO,These ads ran without a disclaimer,≤100
1700227383437806,OC Advogados,Oliveira e Carneiro Sociedade de Advogados,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,≤100
