Page ID,Page name,Disclaimer,Amount spent (MXN)
120544204635995,Gobierno de Baja California,Gobierno de Baja California,8733
1520610478183053,Badabun,Badabun,7640
102219139246608,MarceLovers,Mundo Millenial,4251
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,2566
114645321604888,Cuentamelo Todo,Cuentamelo Todo,1463
335249544076037,Jesús Alejandro Ruiz Uribe,Jesus Alejandro Ruiz Uribe,1285
114871741627741,Cambio al Guinda,Cambio al Guinda,1271
101858486275437,Izquierda de réplica,Izquierda de réplica,1261
110450098729831,Noticias Cuatro T Norte,Noticias Cuatro T,1188
822100507825923,Secretaría de Turismo de Baja California,Secretaría de Turismo de Baja California,1010
115866258181287,Haremos Historia,Haremos Historia,1009
121554624276044,Claudia Va,Claudia Va,906
633007690102039,Gustavo de Hoyos Walther,Inteligencia Política,876
113982881676646,Poder Morenx,Poder Morenx,712
143435033079285,Tijuana Decide,"Tijuana, Decide",689
106832192386081,Sigue la Tendencia,Sigue la Tendencia,610
106551728748819,Opinia,Opinia,546
104035435916689,Reportero en Acción,Reportero en Acción,445
104423741378022,Ocupa MX,Ocupa MX,350
109634395756375,Save the Children México,Save the Children México,332
104361885865291,Buenas Noticias Mexicali,Buenas Noticias Mex,329
56713285274,Greenpeace México,Greenpeace México,305
101267031439463,Voz de las Empresas,Consejo de la Comunicación,285
1297159123630144,Ulises Ruiz Ortiz,Ulises Ernesto Ruiz Ortiz,261
907647345982471,Cicuta,Cicuta,257
242333369437378,Rafael Leyva Pérez,Rafael Leyva Pérez,250
123382667413696,Estudios de Opinión Pública by Demoscopia Digital,Estudios de Opinión Pública by Demoscopia Digital,235
273155006056314,Luis Algorri,Luis Algorri,223
1669722269964235,Senadora Alejandra del Carmen León Gastélum,Alejandra León,222
1431026463848662,Darío Benítez,Jorge Alberto Lopez Jimenez,217
102356589506525,Sabritas Mexico,These ads ran without a disclaimer,207
109474928114443,Actívate,José Ángel Soubervielle,205
104233645795012,Sergio Moctezuma,Armando Jeronimo,199
493453457351145,Coparmex Nacional,Coparmex Nacional,199
101116608213214,EducaTijuana,EducaTijuana,198
289568107808375,UVEG Universidad Virtual del Estado de Guanajuato,Ads Project Media,175
923633637651202,Morena Sí,Morena Sí,165
257333027729841,Julieta Ramírez,Julieta Ramirez,164
103953484721340,Termina Tu Prepa Con EducaTijuana,EducaTijuana,151
123842270960929,Walmart de México y Centroamérica,Nueva Walmart de México SRL de CV,150
169862406356,Mercedes-Benz México,These ads ran without a disclaimer,148
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,141
109030278835032,Venta Directa,Javier Santes,133
110550398683823,Pasión por comunicar,Maximizando Ideas,128
107925032255657,Cadena Transformación,Cadena Transformacion,124
1696577493927541,Veritas Noticias MX,Veritas Noticias MX,115
104680124489636,Demoscopia Digital,Demoscopia Digital,114
148043662071740,Proaktiva,Proaktiva Financiera,114
101701991930418,UNIDEV,UNIDEV,114
1095948597209125,Grupo Financiero Banorte,Banco Mercantil del Norte,102
191616721335211,Diego Echevarria,Diego Echevarria,≤100
108691922194941,Convocatorias 2023B,Convocatorias 2023,≤100
141680549249031,Radio Rosarito,Mario Alberto Serrano Monzon,≤100
102107279495045,Las netas,LASNETAS.ORG,≤100
122404620204,Oxfam México,OXFAM MEXICO AC,≤100
