Page ID,Page name,Disclaimer,Amount spent (MXN)
291420500968149,Ricardo Mejia Berdeja,Ricardo Mejia Berdeja,1406
923633637651202,Morena Sí,Morena Sí,766
572887279531469,Román Alberto Cepeda,Román Alberto Cepeda,601
164119290359519,Marcelo Torres Cofiño,Millennial MX,567
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,449
543882089126145,Lalo Aguilar,Movimiento Ciudadano,396
156639921819,Gii360,Gii360,394
323351798154535,Olivia Martínez Leyva,Brecha Comunicación,347
100615629548784,Blanca Lamas,Brecha Comunicación,329
520075024716940,Movimiento Ciudadano Coahuila,Movimiento Ciudadano Coahuila,257
101540994725549,Bertin Arias.,Jose Isidro Bertin Arias Medrano,226
354715814963697,Gerardo Aguado Gómez,Brecha Comunicación,222
109342674580528,Sandra Sierra,Coalición Rescatemos Coahuila,170
285425575555989,Hugo Dávila,Brecha Comunicación,162
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,156
102781821943598,Quintana Roo Verdadero,Paul Martinez Chavez,140
1427227110883812,Periódico Razacero,Periódico Razacero,130
107189855635934,Chuy Colores,Movimiento Ciudadano,129
469246976533189,Santiago Creel,SantiagoCreelM,126
101267031439463,Voz de las Empresas,Consejo de la Comunicación,125
115475744802204,Oleada 4T,Oleada 4t,122
56713285274,Greenpeace México,Greenpeace México,113
645731535452116,FactoMétrica,FactoMétrica,113
109634395756375,Save the Children México,Save the Children México,103
1297159123630144,Ulises Ruiz Ortiz,Ulises Ernesto Ruiz Ortiz,≤100
713201418710795,José Ángel Pérez Hernández,José Ángel Pérez Hernández,≤100
100990812585535,Servicios Médicos Veterinarios Durango,Servicios Médicos Veterinarios Durango,≤100
1593314520941799,Noti Siete,Informativo7,≤100
118089944564637,El México que Informa,El México que Informa,≤100
104248605723809,Arnulfo Favila,Raymundo Mendoza Arredondo,≤100
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,≤100
258347550978236,Raul Onofre,Brecha Comunicación,≤100
133056480769,Gobierno del Estado de Chihuahua,Gobierno del Estado de Chihuahua,≤100
104680124489636,Demoscopia Digital,Demoscopia Digital,≤100
114158248252278,Convocatorias 2023,Convocatorias 2023,≤100
108135335525258,Elisa Saucedo,Elisa Saucedo,≤100
159605527458137,Yolanda de la Torre,Claudia Elisa Martínez Castillo,≤100
910268985780024,Municipios Durango,Municipios Durango,≤100
258241614593678,AulaTec,Pedro Beristain Flores,≤100
109927953731014,Espacio Libre México,Espacio Libre México,≤100
493453457351145,Coparmex Nacional,Coparmex Nacional,≤100
122404620204,Oxfam México,OXFAM MEXICO AC,≤100
102571299059219,Centro de Desarrollo y Actualización de Competencias,Joaquin Tovilla Lopez,≤100
387796290649,GNP Seguros,GNP Seguros,≤100
458859544909547,DICES,DICES,≤100
111024680681758,Universidad Contemporánea de las Américas Frónesis Plantel Ciudad de México,Universidad Contemporánea de las Américas Frónesis Plantel Ciudad de México,≤100
101212808784634,República 21,Rosa Eugenia Diaz Biones,≤100
620947848238677,Alan Murillo,Manuel Alan Murillo Murillo,≤100
254852601222832,Cemex México,CEMEX México,≤100
1415863341806268,DMC - Music Center,CENTRO DE ENCUENTRO ARTÍSTICO DMC A.C.,≤100
118406801211004,Nacho Corona,COALICIÓN RESCATEMOS COAHUILA,≤100
102268952205344,Noticias México,Kimberley Lisset Martinez Alanis,≤100
1908715999353140,A Tiempo.Tv,A Tiempo Medio Digital SA de CV,≤100
1452189031676518,Hyundai México,HYUNDAI MEXICO,≤100
1545555582174942,TResearch,TResearch,≤100
112393455126732,Sergio López Rivas,Luis Antonio Sariñana Arreola,≤100
108355680942466,Zuriel Rosas,Zuriel Rosas,≤100
884158955066166,RecuperaTuFuturo,RecuperaTuFuturo,≤100
345995382241686,PODER 360,PODER 360,≤100
361036630742937,La Política Online MX,La Política Online MX,≤100
106865972279596,Por amor a México,Por Amor A Mexico,≤100
1103820369820238,Siemens Digital Industries Software,These ads ran without a disclaimer,≤100
101517436136014,Americasmobilityofthefuture,Marco Antonio Alvarez Cruz,≤100
100878672865919,Las noticias que debes saber,Las noticias que debes saber,≤100
48966795116,Amnistía Internacional México,Amnistía Internacional México,≤100
108199465164850,Resistencia Obradorista - Que Siga La Democracia,Resistencia Obradorista - Que Siga La Democracia,≤100
233652128065243,Goberna México,Goberna Consultoría Política,≤100
953657811446042,Conciencia Nacional por la Libertad Religiosa,Conciencia Nacional por la Libertad Religiosa,≤100
147751821930575,Salud Digital Fundación Carlos Slim,Fundación Carlos Slim,≤100
368689083963327,Caty Monreal,Eldaa Catalina Monreal Pérez,≤100
245495562137150,Mitofsky,Roy Campos,≤100
114024430364416,YoXmx,Yoxmex,≤100
665503193619321,CTM Nuevo León,CTM Nuevo León,≤100
113685655793633,Chuy de León,Chuy de León,≤100
1446004195656918,PAN Coahuila,PAN Coahuila,≤100
102107279495045,Las netas,LASNETAS.ORG,≤100
105752909164833,Sarahi de Leon,PARTIDO DEL TRABAJO DE MÉXICO,≤100
309922486178649,Cdmx.com,Cdmx.com,≤100
114682670367185,Amo a Monreal,Paul Martinez Chavez,≤100
102292168590496,Centro de Innovación y Actualización Profesional,Christian Jazmin Arechiga Lopez,≤100
407868429421487,Juan Manuel Hernández Niebla,Juan Manuel Hernández Niebla,≤100
102944568266680,Layin Silvet,Alberto Lobo Almaraz,≤100
105848177845789,All Out en español,All Out,≤100
1117222281664997,Gobierno Municipal de Chihuahua,Gobierno Municipal de Chihuahua,≤100
105505599062277,Atte.tuamiga,Atte.tuamiga,≤100
123747293960586,Simples Datos,Simples Datos,≤100
133478060111915,Cemex Impacto Social,CEMEX México,≤100
116437828394342,Phiten Mexico,Phiten Mexico,≤100
