Page ID,Page name,Disclaimer,Amount spent (PLN)
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,121
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,112
163064650412661,Teatr Powszechny w Łodzi,Teatr Powszechny w Łodzi,≤100
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
107750507339408,Bart Staszewski,Fundacja Basta,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
288949918697908,Łódzkie.pl,Województwo Łódzkie,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
102811109411234,Do:łącz,Dołącz,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
102931488739,Platforma Obywatelska,Platforma Obywatelska,≤100
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,≤100
144808095552639,ING Polska,ING Polska,≤100
648495745485275,Adrian Witczak - radny Tomaszowa Mazowieckiego,Adrian Witczak - radny Tomaszowa Mazowieckiego,≤100
207398195946921,Instytut Spraw Obywatelskich,Fundacja Instytut Spraw Obywatelskich,≤100
257593184447834,Władysław Kosiniak-Kamysz,Władysław Kosiniak-Kamysz,≤100
164184896961884,Cezary Tomczyk,Cezary Tomczyk,≤100
178415208919146,Suwerenna Polska,Solidarna Polska,≤100
335107452998,"InPost - Paczkomat, Kurier","InPost - Paczkomat, Kurier",≤100
366137070247183,EZG24.net - lokalny portal informacyjny,EZG24.net - lokalny portal informacyjny,≤100
178362315106,European Parliament,European Parliament,≤100
193955420623382,Łódzki Dom Kultury,Łódzki Dom Kultury,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
104581499325617,Wybory bez picu,Obywatelska Kontrola Wyborów,≤100
104150384978057,Elżbieta Żuraw,Elżbieta Żuraw,≤100
123910440019,Renew Europe,Renew Europe Group,≤100
102626164499287,Kacper Błaszczyk,Kacper Błaszczyk,≤100
1914642152110526,Salve - Bądź Zdrów,Salve - Bądź Zdrów,≤100
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,≤100
1683534065241470,OKO.press,OKO.press,≤100
100758976350452,LubBezpośrednio.PL - Instytut Demokracji Bezpośredniej,"Fundacja ""Potrafisz Polsko""",≤100
618179678235315,wschód,wschód,≤100
276860619087002,Sylwester Tułajew,Sylwester Tułajew,≤100
100569026183717,W Obronie Zdrowia,W Obronie Zdrowia,≤100
95661128574,Radio ESKA,Radio ESKA,≤100
1496359750659795,Michał Wójcik,Michał Wójcik,≤100
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,≤100
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,≤100
328956034420247,Marcin Pawlicki - Radny Miasta Szczecin,Marcin Pawlicki - Radny Miasta Szczecin,≤100
137877409609952,Lewica,Nowa Lewica,≤100
50063176484,TVN24,TVN,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
1869296029982392,Fundacja Moniki Pyrek,These ads ran without a disclaimer,≤100
102577288350341,Super Biznes,se.pl,≤100
203627442993022,Portal Oświatowy,Wiedza i Praktyka,≤100
112417197179499,Paweł Kowalczyk,Paweł Kowalczyk,≤100
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,≤100
107590839282206,BNP Paribas Bank Polska,BNP Paribas Bank Polska S.A.,≤100
312204349288060,Mariusz Gosek,Mariusz Gosek,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
1309058125844574,Rząd Dla Łodzi,Rząd Dla Łodzi,≤100
814991668621838,Norbert Kaczmarczyk,Norbert Kaczmarczyk,≤100
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,≤100
106708966025605,Wydawnictwo W.A.B.,Grupa Wydawnicza Foksal,≤100
194585893914848,Fundacja Rozwoju Demokracji Lokalnej,Fundacja Rozwoju Demokracji Lokalnej,≤100
108494929216934,Marcin Kierwiński,Marcin Kierwiński,≤100
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,≤100
286672948180163,Tomasz Trela,Poseł Tomasz Trela,≤100
2320275388297228,Marcin Romanowski,Marcin Romanowski,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
514735281965536,Demagog,Stowarzyszenie Demagog,≤100
109322024122568,Dagmara Adamiak,Dagmara Adamiak,≤100
320289978035326,Poradnik Zdrowie,Poradnik Zdrowie,≤100
456995064489685,Mateusz Walasek,Mateusz Walasek,≤100
297486841148102,Ius Memoriae - Prawo Pamięci,Ius Memoriae,≤100
364911490222284,Włodzimierz Czarzasty,Biuro Poselskie Włodzimierza Czarzastego,≤100
133112726750279,M jak Mama,Grupa ZPR Media,≤100
107480175262410,Antoniów Rock Fest,These ads ran without a disclaimer,≤100
1227194230675141,Pratia,Pratia SA,≤100
181020632309,Wydawnictwo Znak,Wydawnictwo Znak,≤100
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,≤100
521216701360487,MURATOR,MURATOR,≤100
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,≤100
1821361227955255,Magazyn Aptekarski,Magazyn Aptekarski,≤100
111123892282533,Wydawnictwo Insignis,Wydawnictwo Insignis,≤100
346027522166890,Krzysztof Piątkowski  Poseł na Sejm RP - PO/KO,Krzysztof Piątkowski  Poseł na Sejm RP - PO/KO,≤100
1495480087399256,Jacek Ozdoba,Jacek Ozdoba,≤100
1475184096084976,Rafał Koczywąs - Radny Miasta Skierniewice,These ads ran without a disclaimer,≤100
105039892358886,FURPO - Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,≤100
81885462442,Histmag.org,Histmag.org,≤100
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100
108567461681538,"Polska Katolicka, nie laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,≤100
1493760307522390,CityFit,CityFit,≤100
123234977337474,Відновлення добробуту_Польша,Відновлення добробуту_Польша,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
1608898765820336,Vogue Polska,Vogue Polska,≤100
110491392351511,LINK4,LINK4,≤100
1435413126705308,Wydawnictwo Uniwersytetu Łódzkiego,Wydawnictwo Uniwersytetu Łódzkiego,≤100
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,≤100
424950454257785,Kampania Prawdy,Kampania Prawdy,≤100
110623255132084,Wiceprezydent Wrocławia Jakub Mazur,Wiceprezydent Wrocławia Jakub Mazur,≤100
2152832788271473,Agnieszka Kurzawa - Radna Miasta Szczecin,Agnieszka Kurzawa - Radna Miasta Szczecin,≤100
173086948664,Infor.pl,Infor.pl,≤100
