Page ID,Page name,Disclaimer,Amount spent (BRL)
263563620333111,Eduardo Braga,Carlos Braga,1576
301774903545521,Brasil Paralelo,Brasil Paralelo,430
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,150
102275945221840,Portal Tucumã,Portal Tucumã,142
348704312899125,foconofato,FOCO NO FATO,131
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
100583128162780,Polícia 24h AM,mb marketing comunicação e eventos,≤100
110972683845381,Conta Bemol,Bemol Serviços Financeiros,≤100
103579565177310,Franz Melendez,These ads ran without a disclaimer,≤100
497741863744599,Expresso AM,Expresso AM,≤100
459077604164390,Radar Amazônico,Radar Amazônico,≤100
2234124306838167,João Carlos Mello,JOÃO CARLOS DOS SANTOS MELO,≤100
193453687358589,Arthur Virgílio,Arthur Virgilio Neto,≤100
111006700550820,Cenarium Amazônia,CENARIUM AGENCIA DE NOTICIAS EIRELI,≤100
114135400035579,Canal 92 AM,Canal 92 AM,≤100
151260302280362,Comun - Opinião e Notícia,Malbi,≤100
865232070270799,Capitão Alberto Neto,Deputado Federal Capitão Alberto Neto,≤100
171169022896525,Guaraná Antarctica,Ambev,≤100
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,≤100
106670505267397,O Diário da Capital,DIARIO DA CAPITAL PUBLICIDADE E COMUNICACAO LTDA,≤100
104695982501298,Brasil Notícias,Diogo Fortuna Reboucas,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,≤100
267089136770605,Bradesco Prime,Banco Bradesco SA,≤100
1124473760957316,FS Fueling Sustainability,FS Fueling Sustainability,≤100
106558185227603,BP Select,Brasil Paralelo Entretenimento e Educação S/A,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
112021296931600,Mônica Lopes,IBPOM,≤100
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
109272165397476,Gerson Aragao,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
220898724599599,Ação da Cidadania,Ação da Cidadania,≤100
450917778428661,Bairro Mutirão,These ads ran without a disclaimer,≤100
107796345194452,Portal Amazonas Virtual,Interativa Serviços de Marketing Ltda,≤100
197587446941661,Valor Econômico,Editora Globo,≤100
258088921369,TOTVS,TOTVS,≤100
220346131312219,Ministério Público do Trabalho,Ministério Público do Trabalho,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
103792372618962,Gazeta da Amazônia,Gazeta da Amazônia,≤100
178288385546977,Informe Manaus - Deixando tudo a um clique de distância,Interativa Serviços de Marketing Ltda,≤100
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,≤100
109226467222782,Brasil Sem Medo,Brasil Sem Medo,≤100
104738421003389,InvestNews BR,Easynvest,≤100
502267346597124,BandNews TV,Newco Programadora e Produtora de Comunicação Ltda.,≤100
1016014891780524,Estratégia Carreira Jurídica,ESTRATEGIA CONCURSOS SA,≤100
113165042099382,Brasil 61,Brasil 61,≤100
