Page ID,Page name,Disclaimer,Amount spent (EUR)
189701254384965,Eneco,Eneco,≤100
57729029960,Amnesty International Nederland,Amnesty International Nederland,≤100
107898832590939,European Commission,European Commission,≤100
160001040736183,Fairtrade Nederland,Fairtrade Nederland,≤100
164448196903465,Simavi,Simavi,≤100
222029491143966,Free Press Unlimited,Free Press Unlimited,≤100
120184871378246,Aidsfonds,Aidsfonds,≤100
288295911466,Greenpeace Nederland,Greenpeace Nederland,≤100
428670174395114,Vattenfall,Vattenfall Nederland,≤100
132031878648,Natuurmonumenten,Vereniging tot Behoud van Natuurmonumenten in Nederland,≤100
188756764481465,Dagblad van het Noorden,Mediahuis Noord B.V.,≤100
139858509373289,UNICEF Nederland,Unicef Nederland,≤100
349312760804,World Vision Nederland,World Vision NL,≤100
118754531489898,Artsen zonder Grenzen,Artsen zonder Grenzen Nederland,≤100
83439828234,Milieudefensie,Milieudefensie,≤100
325155747587336,vfonds,vfonds,≤100
285512534937,Terre des Hommes Nederland,Terre des Hommes Nederland,≤100
171605059556434,World Animal Protection Nederland,World Animal Protection Nederland,≤100
93833638834,Plan International NL,Plan International NL,≤100
404247949634770,CARE Nederland,CARE Nederland,≤100
159449970751999,Save the Children Nederland,Save the Children Nederland,≤100
201751609836046,Dokters van de Wereld (NL),Dokters van de Wereld,≤100
165625476919894,CNV Vakmensen,CNV Vakmensen,≤100
100660309175869,NieuwRechts,NieuwRechts.nl,≤100
488054904564547,ifaw,Stichting IFAW,≤100
233402520330711,Discriminatie Meldpunt Groningen,Stichting Discriminatie Meldpunt Groningen,≤100
108588405832078,Amref Flying Doctors NL,Amref Flying Doctors NL,≤100
101701619359166,GOUD Nederland,Fractie den Haan = Goud,≤100
244496714142,Humanistisch Verbond,Humanistisch Verbond,≤100
338750440106782,BBB BoerBurgerBeweging,Boerburgerbeweging,≤100
100160149099313,Justice Initiative,Justice Initiative,≤100
1830425247191865,Cordaid,Cordaid,≤100
133687759997528,ASN Bank,ASN Bank,≤100
207573625937766,Diversion,Diversion,≤100
128393027527,SP,SP,≤100
115289021825188,Oxfam Novib,Oxfam Novib,≤100
142080576837,Vrij Nederland,Vrij Nederland,≤100
1409007399336866,BNNVARA,BNNVARA,≤100
115027651906533,Wakker Dier,Wakker Dier,≤100
117483088313381,CIWF Nederland,CIWF Nederland,≤100
106370071810105,Cultuur onder Vuur NL,Stichting Civitas Christiana,≤100
121264564551002,VVD,VVD,≤100
143686555666670,Trees for All,Trees for All,≤100
121719834601889,FNV Vakbond,FNV Vakbond,≤100
1637965639787416,Nacht van de Vluchteling,Nacht van de Vluchteling,≤100
198486356863605,Longfonds,Longfonds,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
2393796967568529,Coalitie-Y,Coalitie-Y,≤100
115027651906533,Wakker Dier,Stichting Wakker Dier,≤100
106310819107347,TBI Klimaattrein,yoreM,≤100
124564577597743,Ministerie van Economische Zaken en Klimaat,Ministerie van Economische Zaken en Klimaat,≤100
473492249475971,Stirezo Pro-life,Stichting Civitas Christiana,≤100
436101979807727,Pointer (KRO-NCRV),KRO-NCRV,≤100
148404651881567,VNO-NCW,VNO-NCW,≤100
976825745813543,Partij voor de Dieren Gemeente Groningen,Partij voor de Dieren Gemeente Groningen,≤100
145580068834607,Veteranendag,Veteranendag,≤100
93833638834,Plan International NL,Plan International Nederland,≤100
208250375865238,Woord en Daad,Stichting Woord en Daad,≤100
